N,P,K,temperature,humidity,ph,rainfall,label
19,18,25,28.776588,79.041616,7.055284,148.878808,orange
22,40,40,14.846287,80.0,6.067667,142.790182,apple
20,24,35,29.881457,94.495673,5.836068,259.097429,coconut
110,29,27,31.419928,75.745509,6.735801,31.618749,muskmelon
28,40,40,24.16589,76.780938,5.923173,155.211883,apple
94,58,51,29.7366,79.42342,6.899675,190.307311,banana
34,68,28,26.534811,62.119753,6.483307,138.816594,pigeonpeas
95,49,40,26.145774,81.666177,5.963448,230.803666,rice
25,32,17,24.041385,75.598543,6.916283,86.06338,orange
86,39,25,18.901941,71.86231,5.906672,91.583573,maize
32,70,45,21.378104,50.0,7.737843,57.225391,chickpea
20,61,19,26.924361,54.450727,6.027467,141.409539,pigeonpeas
17,57,20,30.042105,76.79666,7.149508,99.042993,blackgram
31,57,19,20.365571,66.874127,6.932441,60.730912,lentil
71,43,43,22.834618,88.315404,7.059464,177.820102,rice
24,16,18,25.951633,75.946328,6.582057,135.313545,orange
96,17,31,26.480543,76.382188,6.2983,30.927866,muskmelon
87,65,54,31.142685,82.542854,5.762407,174.252918,banana
27,56,25,29.374404,52.821543,6.563176,45.872213,mothbeans
31,62,27,28.155767,61.145234,6.820729,112.023632,pigeonpeas
108,17,29,30.557336,69.789875,6.451164,66.161115,watermelon
37,15,20,21.963042,70.0,5.908166,80.449351,pomegranate
10,29,36,21.41736,62.850281,6.216832,58.440168,pomegranate
32,49,28,22.026549,46.05016,6.397278,127.025561,pigeonpeas
96,19,32,26.283075,86.721148,5.941249,50.079901,watermelon
32,40,40,15.990657,80.0,6.230389,128.634598,apple
33,22,25,24.513146,71.878736,6.51669,153.9043,orange
98,36,47,28.397578,73.943233,6.218124,261.043495,coffee
44,61,45,19.977043,50.0,8.026986,61.277076,chickpea
14,53,24,22.830323,55.0,6.588534,66.207476,kidneybeans
40,66,27,33.077005,77.150916,7.165966,105.698699,blackgram
14,47,28,31.212247,41.314354,6.740976,67.033479,mothbeans
84,59,58,25.84431,79.255786,6.463564,126.508134,banana
44,61,45,19.71176,50.0,7.847819,68.42263,chickpea
33,54,25,30.044592,63.255964,7.344546,99.012273,blackgram
10,40,40,25.110856,77.512284,6.484939,82.441091,grapes
26,17,28,28.902166,93.565264,6.063965,131.606579,coconut
95,45,48,26.890702,78.958081,6.363913,155.6761,coffee
81,43,43,25.793765,84.942154,7.171056,223.941049,rice
12,16,11,25.507074,80.0,6.896996,146.71624,orange
37,46,24,27.766073,61.971485,7.117832,121.460605,blackgram
22,62,19,29.53749,47.0384,5.5,105.540048,pigeonpeas
15,64,20,26.397857,68.402349,6.736811,117.780544,blackgram
97,20,26,23.890357,80.035341,5.525824,138.610873,coffee
82,63,45,26.546635,74.699536,6.368432,191.55085,banana
20,50,22,30.996947,46.426937,9.406888,38.315979,mothbeans
28,19,24,28.263452,70.0,5.91184,56.828999,pomegranate
46,50,53,29.646928,84.861285,5.983894,181.585886,papaya
93,75,42,26.926344,79.410909,6.038327,211.971045,banana
19,16,28,24.347653,67.279968,6.451464,134.413446,orange
26,28,33,26.496105,53.579122,5.63201,111.828426,mango
13,40,40,30.000782,67.721359,5.62843,91.179827,grapes
30,58,20,24.097498,55.281681,5.645453,135.05669,kidneybeans
26,12,16,24.681773,77.035822,6.744353,84.626568,orange
88,53,39,23.30271,82.131617,6.728897,219.013346,rice
30,20,18,29.420957,90.26254,6.995574,177.158298,coconut
97,24,40,30.744024,82.019031,6.154796,44.916875,muskmelon
28,75,21,24.774195,50.546211,6.007508,114.282139,pigeonpeas
22,66,28,21.918842,64.868877,6.26167,41.365941,lentil
98,29,26,26.679981,73.995529,5.773546,136.477991,coffee
83,63,30,26.315359,75.375156,6.83295,105.744435,maize
113,23,28,27.959375,82.106306,6.691907,26.212945,muskmelon
21,32,31,28.144321,61.276616,6.771368,69.753353,pomegranate
25,13,33,27.638917,86.24588,5.907104,164.676271,coconut
22,74,24,22.530225,55.0,5.919677,134.337703,kidneybeans
26,50,20,26.750614,47.306539,5.597015,134.220355,pigeonpeas
26,33,23,30.915377,60.914665,5.52465,94.320661,mango
91,79,45,29.829916,86.348229,6.176793,167.065747,banana
83,60,52,32.062405,87.280596,6.577415,172.141615,banana
26,28,37,23.019917,70.0,6.645518,59.303493,pomegranate
28,68,45,19.545174,50.0,7.265577,55.915939,chickpea
61,41,52,25.949149,90.0,6.245913,148.915865,papaya
40,77,41,25.446736,50.0,7.103977,77.779979,chickpea
43,79,79,19.407517,18.980305,7.806748,80.250646,chickpea
24,49,24,22.111647,62.289501,7.13819,55.140664,lentil
29,27,21,32.466879,87.704126,6.300598,146.655565,coconut
110,72,56,28.578235,77.432062,5.734517,117.265776,banana
93,23,37,29.508534,74.938015,6.95873,66.845767,watermelon
101,31,30,25.457301,75.229057,6.855003,55.075157,watermelon
25,45,27,27.400206,76.09456,6.953942,89.048354,mungbean
10,27,21,19.846094,66.112554,6.548801,144.865507,orange
22,29,26,33.977194,52.655911,5.715252,71.906106,mango
117,47,29,25.915857,65.0,6.278273,117.777901,coffee
60,43,44,21.019447,82.952217,7.416245,298.401847,rice
96,24,34,26.54405,68.447216,7.110775,36.848842,muskmelon
31,40,40,22.052834,79.450255,6.418646,142.177096,apple
18,40,40,22.221469,68.290764,6.514572,97.703971,grapes
76,56,51,35.0,89.546897,6.80369,126.887795,papaya
32,40,40,22.942731,80.0,6.818936,132.887953,apple
66,44,49,26.940758,85.703563,6.513084,208.893763,jute
53,45,38,26.654999,82.130921,6.972525,162.035144,papaya
100,37,47,30.55608,80.732472,6.5309,255.525797,jute
10,64,31,21.608356,55.0,6.594551,113.583168,kidneybeans
18,57,28,25.297947,55.0,6.310674,65.445259,kidneybeans
11,59,26,30.99024,56.539814,6.686689,122.408557,pigeonpeas
27,52,23,30.446837,83.454833,6.996821,50.019726,mungbean
89,43,37,26.162323,92.197468,6.15296,224.840771,jute
120,35,33,27.607156,65.731514,6.605978,163.895739,coffee
88,51,35,19.017436,72.613684,5.723577,116.864215,maize
74,50,27,26.751191,75.16173,5.898358,64.695453,maize
85,51,47,30.403147,82.690192,6.826484,222.516164,jute
100,36,25,27.602616,73.819557,6.031729,169.59839,coffee
25,29,25,29.693826,93.048871,6.10654,217.103992,coconut
91,56,33,23.281214,76.29668,6.771069,94.216905,maize
109,21,36,27.035568,83.599313,6.632418,38.370376,muskmelon
32,43,22,31.999286,54.107746,5.270749,71.62667,mothbeans
28,18,35,20.317788,70.0,6.050706,98.63901,pomegranate
30,66,25,28.258306,65.55039,6.843643,58.153255,mothbeans
25,54,22,31.08991,45.840981,5.983501,118.996148,pigeonpeas
2,40,27,29.7377,47.548852,5.954627,90.095869,mango
79,64,39,26.477067,86.345323,6.193933,229.624594,rice
89,12,28,25.680614,76.7086,6.171042,57.471266,muskmelon
30,52,25,28.194494,52.16235,6.00746,48.274249,mothbeans
26,27,23,22.271681,65.995905,6.007931,77.631008,pomegranate
20,74,30,19.460458,55.0,5.868148,136.025143,kidneybeans
96,23,40,31.266815,70.409245,6.143266,32.820008,muskmelon
73,43,52,33.193946,81.15645,7.177335,120.856465,papaya
34,70,27,29.336573,65.850709,6.423993,60.386482,lentil
39,24,14,30.554726,90.903438,7.18926,106.071198,orange
24,28,15,22.25457,74.2945,6.569943,120.119943,orange
12,52,19,29.344554,47.790831,7.607077,46.427143,mothbeans
96,34,47,25.583531,77.644622,6.02377,229.845889,jute
21,40,40,24.742292,72.092972,6.71541,63.108258,grapes
70,37,42,25.623437,83.629913,6.305119,182.888959,jute
50,54,43,18.821275,50.0,7.318153,66.679495,chickpea
94,68,50,31.692886,88.44814,6.13392,118.493745,banana
92,51,37,28.174017,81.088671,6.105766,187.318185,jute
108,43,36,21.751304,75.742031,5.515327,235.216126,coffee
111,49,40,23.584878,62.93566,6.858929,88.549522,cotton
96,19,26,30.541578,88.562427,6.200611,60.564384,watermelon
28,46,23,25.51414,49.139133,7.625687,53.750217,mothbeans
45,51,43,18.518729,52.302392,7.549022,60.904835,chickpea
26,27,21,25.069869,90.418394,6.810778,201.553397,coconut
75,44,45,26.601655,84.555437,6.846675,190.606365,jute
90,59,53,28.978357,89.854647,7.009888,176.763378,jute
18,40,40,33.753777,76.569538,6.085566,68.781005,grapes
112,77,54,26.987991,84.741334,6.769495,184.340222,banana
43,65,25,22.631768,54.379747,6.02299,98.944944,pigeonpeas
71,47,36,24.967661,84.792786,6.753566,263.305513,rice
99,70,54,30.775648,85.898729,6.763286,121.369313,banana
26,67,27,26.344578,57.518863,6.845578,105.809768,pigeonpeas
94,63,26,22.553357,76.9869,6.255778,66.108182,maize
19,40,40,25.672463,76.470732,6.738792,83.96216,grapes
96,44,33,26.543305,65.0,6.753569,134.263384,coffee
100,17,48,29.727911,94.297533,6.367801,26.523641,muskmelon
76,45,39,23.931814,80.419117,6.146569,191.763137,papaya
25,17,11,21.356784,67.22898,7.41833,79.181021,orange
95,54,44,21.841248,87.361813,6.191669,206.178058,rice
21,27,32,34.762969,53.292469,7.046594,92.815117,mango
100,50,29,24.387369,69.63466,6.321855,253.627805,coffee
91,46,44,28.920845,72.597203,5.514373,171.510215,coffee
89,58,26,24.671583,60.530755,5.900655,87.407113,maize
31,53,16,28.74201,85.816759,6.452006,48.545986,mungbean
79,63,51,27.232,84.698644,6.976675,209.322561,jute
101,22,31,27.375253,72.912427,6.941173,71.886501,watermelon
25,42,21,24.251914,82.033854,6.14487,57.838966,mungbean
15,26,21,30.563493,87.722741,6.504755,161.901071,coconut
18,56,32,19.26492,45.0,5.984135,110.385333,pigeonpeas
32,50,27,32.999519,53.862804,6.409195,58.718984,mothbeans
108,46,33,22.902768,74.509231,6.662067,95.048734,cotton
40,65,30,32.694319,70.320208,7.112994,73.680904,blackgram
95,46,29,22.632594,67.198956,6.140121,133.920403,coffee
21,70,27,26.975028,67.200195,7.066827,68.240884,lentil
104,22,40,30.269044,73.033748,6.944801,36.398657,muskmelon
22,25,31,31.699185,82.687531,5.967943,248.923781,coconut
80,55,49,32.884589,77.678679,6.77556,131.03071,papaya
108,24,38,29.013113,68.966934,7.075896,56.330421,watermelon
23,70,15,34.600825,63.112968,7.403623,60.417903,blackgram
125,48,39,29.639623,72.3186,6.560785,107.176144,cotton
39,71,84,20.281559,16.395352,8.140825,82.523397,chickpea
31,44,28,31.034984,51.321101,7.496981,65.207351,mothbeans
94,55,50,27.287625,75.068517,5.995355,181.422563,jute
43,45,16,21.104599,48.829064,6.355032,106.474071,pigeonpeas
26,25,35,21.968965,67.482343,7.274831,78.383632,pomegranate
108,19,25,30.075663,67.754309,6.251859,59.526776,muskmelon
95,61,37,23.829511,80.312788,6.614387,179.979744,rice
65,51,40,27.160919,73.636334,6.840998,172.309434,jute
25,27,24,30.991272,81.34902,6.542292,186.638849,coconut
125,48,30,22.824076,65.439723,6.394487,94.838013,cotton
20,49,23,31.834394,82.079917,7.149465,68.060552,mungbean
27,56,21,29.356606,75.139187,7.293415,91.2159,blackgram
106,36,47,24.568022,74.320761,6.168753,226.698631,coffee
27,66,23,28.330578,45.38511,5.761476,150.0,pigeonpeas
122,42,45,27.226966,80.0,7.275327,76.835271,cotton
28,54,24,28.882362,79.06568,7.229413,115.734431,blackgram
36,62,22,28.044948,61.084777,7.122302,73.788007,blackgram
18,28,25,29.063407,66.183551,6.098867,61.735143,mango
100,40,28,21.595664,83.591307,5.773482,216.604102,coffee
100,28,38,25.578011,84.380439,6.51455,69.077259,watermelon
38,62,30,34.00834,67.384076,6.435057,116.33628,blackgram
21,57,22,25.781328,55.0,6.185408,93.09056,kidneybeans
40,53,20,24.382192,66.112258,7.239381,106.38016,blackgram
105,25,40,29.769797,80.71696,6.795888,24.367241,muskmelon
48,49,39,33.486018,79.996883,6.559057,151.203919,papaya
40,58,22,30.785313,76.416347,6.449727,68.031949,blackgram
16,40,40,13.178381,80.0,6.789967,167.933144,apple
19,66,22,22.310514,56.221475,6.595791,106.10713,pigeonpeas
10,40,40,23.654619,68.95674,5.814413,147.158392,apple
93,35,40,30.335601,74.717486,6.500585,80.881609,watermelon
27,61,27,26.410069,55.0,5.959496,115.13482,kidneybeans
98,20,32,30.832479,78.843398,6.288915,37.596738,muskmelon
87,51,38,26.873639,78.535124,6.352559,204.218695,rice
42,65,26,29.534813,53.243874,6.348246,121.50902,pigeonpeas
76,45,32,20.836774,65.600541,6.437726,57.555789,maize
85,24,30,28.945047,82.768294,5.947558,56.922393,watermelon
20,51,25,28.854243,60.524732,7.296548,89.20737,blackgram
27,47,29,30.157102,63.29283,7.072395,95.406123,blackgram
104,62,56,29.157892,80.890904,6.924227,221.93133,banana
37,10,32,28.963183,95.163337,6.165085,222.803013,coconut
27,63,17,17.619432,55.0,5.684692,110.649725,kidneybeans
33,54,17,28.229685,56.449757,6.683479,93.823498,pigeonpeas
32,21,10,25.787148,66.43873,6.618218,129.052481,orange
28,67,19,23.950658,69.188651,6.737093,60.105253,blackgram
27,71,28,25.182647,55.0,5.694595,80.847433,kidneybeans
10,50,18,29.392842,50.494032,8.402955,47.290634,mothbeans
90,69,54,25.771321,80.920703,7.016595,159.024626,banana
17,49,32,25.35208,62.7706,5.894989,129.791445,pigeonpeas
30,53,20,23.744747,57.734867,7.612396,45.021394,lentil
33,54,45,24.937812,50.0,7.434401,60.541275,chickpea
68,54,25,23.085759,64.700664,7.051692,68.434778,maize
18,26,22,21.618469,65.869034,6.67128,121.54765,orange
113,69,50,28.419067,78.308053,6.046722,191.715381,banana
40,54,43,26.04417,80.398639,6.143938,186.872913,papaya
17,22,36,28.672699,56.835603,6.51349,59.16113,mango
24,31,23,32.237798,84.501311,6.692134,261.233125,coconut
103,26,35,29.818346,76.817773,6.392636,75.535871,watermelon
115,29,33,31.842339,78.846121,6.80702,37.202609,muskmelon
23,40,40,17.237055,80.0,6.11372,160.187506,apple
20,61,20,30.72841,50.64392,8.5,71.262194,mothbeans
39,25,27,28.52007,58.929665,5.880835,63.186967,mango
78,42,30,21.995145,62.620913,6.902447,107.401123,maize
100,26,38,28.911495,79.506991,5.803199,136.403442,coffee
38,67,16,27.141335,55.0,5.800494,112.560863,kidneybeans
15,40,40,15.378358,66.604036,5.697739,146.309021,apple
35,50,45,25.939614,50.0,6.929835,83.831391,chickpea
88,22,37,26.052593,82.503997,6.315589,56.700507,muskmelon
45,65,45,20.053191,50.891952,8.180823,87.103089,chickpea
31,56,25,26.45191,62.127022,6.854549,58.182239,blackgram
73,54,56,32.194196,80.432044,6.975397,111.125573,papaya
33,66,27,31.145823,73.97096,7.268085,69.091819,blackgram
95,27,32,27.459917,71.185623,6.885904,60.810363,muskmelon
68,55,43,24.06681,82.780069,6.993439,196.793923,rice
20,66,23,25.591083,69.448787,6.554765,42.115814,lentil
18,44,19,32.130487,55.052377,7.096299,31.716179,mothbeans
15,50,28,34.188883,58.068433,6.55363,72.446215,pigeonpeas
106,17,36,29.640679,85.0,6.184845,31.312399,muskmelon
104,22,33,26.396363,74.482315,6.120924,46.403983,watermelon
17,29,21,30.727848,58.763883,6.308087,127.96932,mango
40,64,45,19.462678,50.0,7.064125,59.394599,chickpea
10,59,27,28.77206,64.992327,6.12984,125.872803,pigeonpeas
14,23,25,26.185524,96.966379,5.612123,135.418622,coconut
16,40,40,19.720884,75.469712,5.777886,110.290087,apple
32,14,22,18.446709,74.372481,6.753616,90.558283,orange
31,52,27,28.743577,79.623882,7.020978,92.391524,mungbean
22,24,20,20.838774,70.0,6.317961,87.429476,pomegranate
29,56,17,25.941798,67.424463,6.963807,92.931945,mungbean
21,38,26,28.659728,69.436865,6.161403,74.439361,mungbean
25,23,10,19.236133,69.354108,6.261873,90.921093,orange
22,23,35,30.688689,63.15258,6.566251,82.80715,mango
36,27,20,28.923903,79.250868,7.21196,117.660406,orange
62,57,55,35.0,78.373454,6.790118,138.279269,papaya
78,42,41,23.914072,87.490618,5.788072,178.39459,rice
22,59,22,19.680135,55.0,6.185296,126.867528,kidneybeans
107,43,25,20.500326,72.816051,6.095233,171.9456,coffee
52,61,45,18.814167,50.0,7.400322,83.987554,chickpea
28,58,30,28.995261,64.901619,6.920323,93.454518,blackgram
21,55,27,20.302969,57.356569,6.17916,114.44611,kidneybeans
62,42,52,29.528043,83.759795,6.814686,109.556046,papaya
20,55,29,28.719899,54.723519,8.325636,55.804812,mothbeans
35,60,28,28.941198,77.687077,7.078678,83.727606,blackgram
120,41,44,26.447425,61.247776,7.853669,59.222409,cotton
25,77,22,16.591145,55.0,6.191825,73.36547,kidneybeans
111,19,30,29.028516,79.44807,6.527336,43.635862,muskmelon
93,56,42,23.134276,78.39566,5.529656,233.234669,rice
22,20,22,30.361694,80.0,6.904398,87.457784,orange
34,64,23,29.251018,42.971092,6.550635,41.266856,mothbeans
114,46,32,24.422428,65.653153,7.779535,105.049442,cotton
22,67,28,23.427131,64.287332,6.561892,67.063334,lentil
38,58,45,22.781305,50.0,7.791621,75.786981,chickpea
96,24,27,28.511403,85.0,7.096052,35.408049,muskmelon
45,52,45,19.830633,50.0,8.014016,67.385783,chickpea
28,40,26,32.695459,76.917687,7.09697,79.475139,mungbean
62,40,52,33.589456,75.532419,6.582114,145.596842,papaya
27,39,25,25.190947,51.615854,6.790068,42.138225,mothbeans
18,45,16,27.904141,49.628124,6.0,66.838649,mothbeans
22,16,16,20.532687,70.561372,7.100604,105.615538,orange
103,20,34,27.585125,73.772863,6.034677,52.582119,watermelon
72,44,43,22.241544,84.157156,6.5431,261.365432,rice
24,53,24,28.520301,56.52049,7.060851,48.21332,mothbeans
75,37,48,29.975999,80.235225,6.531217,175.514108,jute
16,58,21,29.561983,65.633322,5.59411,147.23955,pigeonpeas
28,62,18,25.426946,58.687769,7.173943,42.539532,lentil
30,61,30,22.707872,47.63436,6.510782,88.30532,pigeonpeas
27,69,28,18.934054,55.0,5.806015,111.851126,kidneybeans
13,26,36,26.676328,80.169519,6.285694,224.832304,coconut
21,64,26,30.347823,59.20279,7.129017,65.051182,mothbeans
105,25,42,25.051291,68.549341,5.933332,201.038416,coffee
24,67,25,24.805947,45.232235,6.432719,129.095387,pigeonpeas
104,56,34,22.135328,61.595928,5.753512,99.165237,maize
18,16,17,30.554644,51.715778,5.936975,108.582988,mango
24,36,31,32.877266,50.140868,6.62205,106.409665,mango
102,43,38,28.655568,86.650662,6.80406,180.430314,jute
69,57,24,19.174085,63.03054,6.086729,104.900511,maize
112,49,40,28.109283,80.0,6.795278,74.07858,cotton
19,59,28,31.305187,66.535505,6.668302,59.517833,mungbean
76,47,45,30.618982,82.465713,6.720407,139.579498,papaya
127,54,31,28.295372,69.746485,5.862087,111.017275,cotton
34,54,29,29.050298,70.771007,7.257704,71.444049,mungbean
95,61,46,27.882703,81.832748,6.042212,174.333835,banana
37,57,24,32.40246,66.687975,6.34029,88.201151,pigeonpeas
41,57,26,27.58461,54.702692,5.580955,150.0,pigeonpeas
28,21,25,27.044279,87.337036,6.678115,245.741483,coconut
111,37,40,22.701137,73.12915,5.570577,132.97248,coffee
27,31,20,34.072324,64.361982,6.605744,72.640037,mango
94,48,43,25.736328,86.792359,7.299244,202.530061,rice
93,48,43,22.682665,83.845274,6.2836,243.737312,rice
90,43,36,30.362743,85.914668,6.710788,228.441524,jute
113,42,40,28.931718,62.755467,7.165842,78.624394,cotton
82,32,46,21.802723,71.822432,5.826664,213.221035,coffee
5,126,197,12.800004,81.208764,6.417501,67.104394,grapes
42,72,45,26.208008,50.0,7.701049,81.682544,chickpea
109,22,39,31.034798,85.0,6.376493,49.505646,muskmelon
15,56,23,27.97906,59.054445,6.433203,136.223954,pigeonpeas
30,56,25,26.756285,60.506032,7.375755,75.170804,blackgram
25,59,31,30.969259,64.485929,7.72148,34.512938,mothbeans
34,51,20,33.639169,58.607958,6.087846,98.009941,pigeonpeas
37,40,40,34.308734,72.41231,6.666412,65.863882,grapes
108,72,46,30.732148,83.70844,6.613683,145.034212,banana
7,28,35,30.020862,46.783938,4.669108,96.63721,mango
30,16,23,28.197724,51.287678,5.924722,127.910248,mango
47,80,77,17.182484,16.428918,7.561108,72.850173,chickpea
101,24,40,29.218401,73.344259,6.834496,31.519352,muskmelon
19,70,27,17.308627,55.0,6.779495,115.934499,kidneybeans
22,45,22,25.102413,82.988214,6.485359,92.103601,mungbean
21,40,40,26.308134,64.783539,5.638651,64.137567,grapes
26,20,32,30.441649,70.0,7.081056,63.19189,pomegranate
20,61,27,22.346049,70.934196,7.061375,46.25328,lentil
95,50,37,25.42943,73.122926,6.451415,149.428341,coffee
24,16,19,22.048176,68.579749,6.43838,82.027995,orange
19,33,19,26.925318,48.260188,5.93604,104.082697,mango
12,32,21,32.306168,93.32115,6.103782,172.855977,coconut
35,40,40,15.959599,77.838102,5.793054,125.29656,apple
98,76,48,28.05658,78.818051,5.968076,234.615698,banana
65,39,45,23.668054,70.890007,6.768001,184.463328,jute
22,67,19,22.506078,65.20918,5.697395,74.759294,pigeonpeas
17,24,29,22.147387,64.859218,6.345158,76.819228,pomegranate
25,67,32,27.601468,62.01479,7.232916,50.32304,lentil
19,40,40,20.997645,70.901932,6.641659,105.307155,apple
77,57,40,22.539326,76.974418,6.610197,209.488664,rice
27,40,40,23.895666,67.394801,5.595887,129.759218,apple
46,51,44,24.026673,54.417825,7.932461,77.710038,chickpea
115,17,55,27.578269,94.118782,6.776533,28.082532,muskmelon
15,14,24,28.06747,78.501058,7.114226,129.940642,orange
112,43,38,23.420294,77.159204,6.409209,115.737824,cotton
25,49,24,25.805641,60.176954,6.514744,91.502316,pigeonpeas
18,40,40,16.604705,80.0,5.65149,116.157182,apple
18,58,28,31.311154,84.896609,7.117856,61.179309,mungbean
112,39,32,31.319517,70.601972,7.863184,111.387119,cotton
85,61,40,25.719896,81.256158,6.158811,241.287148,jute
22,46,27,30.866198,72.637208,6.734292,85.492778,mungbean
19,58,24,21.110185,53.527715,5.5,114.937718,pigeonpeas
27,40,40,15.011091,73.129992,6.49884,101.695469,apple
89,30,37,30.923208,70.920117,6.829166,58.049637,watermelon
101,47,37,27.972059,75.381574,6.763048,226.77024,jute
100,73,47,28.400975,78.373407,6.211379,187.799593,banana
17,40,40,21.496986,65.914604,6.305729,154.449242,apple
24,31,22,22.048816,80.0,6.234377,144.136882,orange
137,54,45,31.487145,61.043107,6.67702,77.071995,cotton
88,25,41,26.120714,68.185505,6.138257,197.332997,coffee
25,49,18,30.418906,69.674862,6.869088,81.868121,mungbean
15,40,40,15.63813,75.130653,6.402675,116.545365,apple
97,25,40,26.727737,73.291762,7.021753,58.568765,watermelon
91,45,32,21.186834,74.322251,6.593623,122.126715,maize
98,17,35,30.809507,73.35683,6.602072,59.015648,muskmelon
35,41,26,30.29439,46.143772,7.274721,52.462079,mothbeans
82,80,48,31.78448,81.70239,6.780648,172.50877,banana
28,25,13,24.021516,74.071229,6.555503,94.154109,orange
29,40,40,30.608999,73.692113,6.856985,54.27187,grapes
31,51,26,32.631699,57.805028,7.142591,36.746385,mothbeans
14,40,40,18.0,74.692896,6.090111,49.722927,grapes
11,40,40,22.525921,65.961305,6.349177,69.835832,grapes
104,23,27,30.796444,80.035397,6.591974,70.281167,watermelon
18,40,40,32.09224,67.764534,6.666492,97.187,grapes
101,31,26,26.708975,69.711841,6.861235,158.860889,coffee
62,72,45,24.027718,50.0,6.719098,84.249762,chickpea
108,42,39,25.370476,68.0078,7.064621,111.576497,cotton
100,52,30,30.752575,69.238967,7.80073,101.753867,cotton
87,22,29,25.847869,82.796724,6.929683,46.125346,muskmelon
38,24,37,26.948815,70.0,7.313261,100.0,pomegranate
23,10,31,26.468662,88.898897,6.276153,142.881818,coconut
116,31,46,21.791507,81.041165,6.330731,226.009237,coffee
23,26,35,22.276417,65.459563,6.972497,72.462486,pomegranate
88,25,31,26.731744,78.557024,6.878654,45.784478,muskmelon
15,36,27,27.789125,53.968867,5.64371,91.01153,mango
14,26,33,31.231573,53.484371,6.456717,107.71688,mango
79,40,52,30.293903,82.11255,6.532465,225.748678,jute
18,40,40,22.51627,80.0,6.000025,138.050055,apple
53,58,47,26.665506,86.333438,6.310863,148.243297,papaya
91,19,33,26.880034,69.663894,6.137549,52.803051,watermelon
25,26,12,24.449382,72.083315,7.386872,129.107448,orange
30,59,27,24.856357,61.279293,6.347613,110.086849,blackgram
46,50,44,23.482474,50.0,8.249117,72.99075,chickpea
123,50,16,23.049205,75.538352,6.498052,70.656443,cotton
10,12,35,26.030452,70.0,6.818038,63.727187,pomegranate
32,53,25,31.128842,53.229541,5.914485,122.804019,pigeonpeas
84,16,34,26.872539,85.0,6.297659,26.691125,muskmelon
99,23,31,28.599588,77.626556,6.925336,28.339562,muskmelon
16,26,14,27.195716,70.149246,6.394532,115.06295,orange
82,25,25,27.016546,73.279009,6.19977,37.245576,muskmelon
25,40,40,18.916745,63.608796,6.411305,59.456997,grapes
10,76,26,25.013811,55.0,6.239667,93.812825,kidneybeans
25,54,23,31.676704,64.082056,7.084341,87.825942,blackgram
81,69,55,30.241583,83.180988,6.782484,171.786187,banana
29,44,24,25.607939,69.805819,6.826629,76.101654,blackgram
14,45,25,30.264082,79.785038,6.796431,91.711609,mungbean
79,40,44,31.752703,84.899949,7.263086,201.558085,jute
16,26,33,31.080029,54.587662,6.762554,127.319746,mango
30,42,21,30.791724,78.163501,6.819794,43.198879,mungbean
91,37,43,31.486042,76.755776,6.417725,233.004519,jute
44,59,19,26.58375,45.0,6.250587,146.062108,pigeonpeas
27,59,23,23.594457,52.927312,6.483299,150.0,pigeonpeas
26,46,19,29.36755,44.431909,7.440619,53.44201,mothbeans
27,25,31,31.291122,82.054106,6.336877,202.720204,coconut
30,64,45,20.170222,50.0,7.554024,58.477374,chickpea
36,19,33,28.168759,70.0,6.443916,79.703146,pomegranate
65,50,45,20.562819,50.0,6.686681,57.125586,chickpea
101,31,29,30.555627,75.051035,6.252367,57.653902,watermelon
38,55,18,16.947671,55.342064,6.494987,72.024169,kidneybeans
86,52,37,25.786083,71.435515,6.335761,227.190573,jute
125,53,38,29.438363,76.017778,6.039934,69.872952,cotton
10,55,24,24.722871,68.2037,7.207621,49.914916,lentil
22,14,29,19.572235,80.0,6.657685,150.805806,orange
23,40,40,27.802619,74.348116,5.952979,67.594873,grapes
34,70,45,24.343651,50.0,7.227228,56.577785,chickpea
31,28,35,28.247069,95.0,6.726856,234.272067,coconut
85,26,48,25.59425,71.872327,5.803455,249.419805,coffee
69,43,45,25.361014,80.466933,6.360675,122.481859,papaya
25,51,26,21.397979,58.216729,7.111447,43.378056,lentil
119,43,33,23.348365,66.550445,7.965938,98.534699,cotton
24,24,15,22.202618,64.314034,6.970706,129.178435,orange
27,40,40,20.795978,68.210991,5.948168,144.432634,apple
25,62,28,23.391185,50.141913,5.593183,96.289292,pigeonpeas
22,41,19,27.385023,66.105685,6.799684,58.133137,mothbeans
26,61,28,24.762828,60.954797,6.819321,50.499829,lentil
26,23,23,21.830199,70.0,7.033729,85.611756,pomegranate
132,36,43,28.903762,62.348047,6.529828,127.24662,cotton
99,30,32,26.125414,68.914939,6.157133,72.738409,watermelon
30,40,40,23.178745,64.311081,6.803339,83.976627,grapes
50,66,43,24.998338,50.0,7.519035,63.625718,chickpea
31,40,40,14.58348,70.11513,5.801411,98.902026,apple
104,18,37,29.027326,73.7453,5.858028,69.081818,watermelon
24,32,28,25.600755,79.539381,6.427527,164.887167,coconut
84,40,42,22.527685,77.962744,7.15025,264.19293,rice
26,52,23,29.988354,49.603848,4.931891,52.929296,mothbeans
73,55,37,25.888338,77.942346,6.503536,182.800705,jute
112,22,40,29.518371,81.526302,5.915617,64.718018,watermelon
24,64,17,29.722901,74.181056,7.22115,96.740743,blackgram
78,41,48,27.82997,90.347701,6.578157,183.926231,jute
70,42,51,24.40114,79.003863,6.82991,157.664853,jute
