nitrogen,phosphorus,potassium,ph,moisture,temperature,soil_health
19.63,16.31,25.77,7.67,37.57,32.0,Moderate
112.36,76.55,61.7,7.26,26.71,27.89,Healthy
135.9,56.13,130.07,7.22,65.65,20.84,Moderate
110.51,34.96,126.74,7.02,58.79,25.42,Healthy
128.35,89.03,22.24,5.02,72.94,20.3,Moderate
19.39,40.54,16.76,6.15,60.51,23.1,Healthy
140.01,86.69,75.23,5.95,69.05,21.73,Moderate
88.35,11.32,66.95,5.4,72.63,41.65,Moderate
51.92,11.39,81.75,6.46,20.04,41.67,Poor
73.83,36.28,18.82,7.99,18.61,32.02,Moderate
147.27,17.79,142.84,6.82,75.03,19.02,Moderate
67.96,96.52,8.55,7.12,28.54,32.84,Moderate
68.16,63.0,144.59,5.72,62.76,36.02,Moderate
56.45,21.43,85.5,8.24,40.27,41.69,Moderate
103.42,50.28,112.28,4.83,71.13,19.72,Moderate
89.1,87.02,118.72,7.17,56.53,32.88,Moderate
87.9,77.19,9.84,5.34,38.84,38.04,Moderate
32.74,71.04,10.23,7.72,30.49,17.77,Moderate
78.28,50.29,100.67,5.2,58.24,25.79,Healthy
115.68,96.59,115.79,5.29,57.36,29.5,Moderate
81.89,60.72,12.33,6.97,41.93,34.42,Healthy
41.36,98.49,63.22,4.55,10.0,30.72,Poor
24.35,60.37,114.4,4.77,53.42,36.49,Moderate
14.27,89.92,129.21,7.42,71.11,19.23,Poor
142.9,35.79,86.75,5.53,53.41,27.61,Healthy
59.29,12.13,66.01,7.17,68.67,30.28,Moderate
121.68,32.5,18.47,5.11,34.62,37.39,Moderate
83.78,25.68,85.68,7.96,28.77,19.74,Moderate
57.56,11.77,73.92,7.52,29.96,24.05,Moderate
24.44,46.46,103.49,6.13,34.48,33.78,Moderate
56.04,87.5,138.55,7.94,35.05,21.78,Moderate
28.21,37.04,118.35,6.5,24.17,21.52,Moderate
119.65,11.43,24.74,4.73,23.47,26.85,Moderate
62.98,91.95,9.63,8.35,37.35,24.75,Poor
81.78,15.44,44.67,8.16,62.88,19.97,Moderate
62.63,77.13,62.47,6.68,62.02,16.86,Healthy
24.33,75.49,20.96,6.13,43.55,34.99,Moderate
143.14,46.94,127.21,5.45,32.85,34.67,Moderate
113.63,78.16,110.84,4.91,42.19,31.03,Moderate
105.49,66.39,22.87,6.43,70.73,15.0,Moderate
70.9,20.55,12.93,6.87,78.18,40.18,Poor
110.43,94.55,20.57,6.66,30.36,37.06,Moderate
127.68,94.94,28.18,7.17,52.18,33.71,Moderate
101.65,96.43,150.0,8.24,49.03,16.65,Poor
31.07,76.28,150.0,5.54,46.09,35.78,Moderate
137.45,87.08,73.89,6.13,21.36,20.87,Poor
143.51,69.76,150.0,8.37,73.83,34.73,Poor
107.63,18.85,52.38,6.33,16.24,22.58,Healthy
77.03,39.72,114.31,7.1,21.74,26.9,Healthy
95.81,96.59,42.64,5.34,22.73,34.48,Moderate
118.07,61.02,44.38,8.09,10.0,20.98,Moderate
136.91,37.7,79.85,6.42,74.65,22.17,Healthy
128.83,60.84,139.98,5.94,41.38,16.16,Moderate
21.65,12.7,34.08,7.21,38.2,27.57,Moderate
62.36,31.38,148.18,6.97,70.37,41.5,Moderate
74.63,39.42,58.49,7.67,12.15,28.23,Healthy
57.65,53.44,105.37,6.16,39.78,33.54,Healthy
122.0,25.42,63.49,4.98,28.85,22.75,Healthy
96.8,82.54,78.14,6.04,29.36,40.58,Moderate
14.47,41.72,132.9,5.22,19.89,24.87,Poor
19.22,44.32,119.25,7.87,15.6,31.62,Moderate
122.89,10.87,101.68,7.92,44.96,17.38,Moderate
30.63,60.1,56.58,7.07,73.02,18.84,Moderate
75.29,79.29,110.25,4.62,56.69,29.43,Moderate
44.42,10.81,84.82,6.78,60.49,29.08,Healthy
12.91,68.25,115.2,7.03,29.7,17.52,Moderate
99.22,10.89,57.59,6.59,29.15,35.43,Moderate
129.17,10.3,114.33,5.65,26.68,33.49,Moderate
86.92,55.63,15.04,6.96,40.6,32.81,Healthy
19.77,92.21,70.5,6.09,70.27,37.69,Moderate
88.22,41.13,52.58,7.29,77.46,36.18,Healthy
136.5,22.53,25.43,7.43,55.66,31.69,Moderate
85.93,18.13,65.8,5.33,70.11,33.47,Moderate
143.14,99.91,71.99,4.62,27.77,20.32,Poor
83.04,47.86,5.74,8.24,73.28,39.94,Poor
83.63,9.79,61.33,6.64,20.96,35.12,Moderate
69.74,83.41,108.97,7.2,55.75,22.19,Healthy
76.49,70.54,64.9,4.97,80.0,34.07,Moderate
66.29,16.95,34.72,7.73,51.24,39.53,Moderate
115.35,66.27,90.89,7.2,54.95,38.45,Healthy
22.26,26.71,102.01,7.31,55.59,25.61,Healthy
63.08,66.63,145.35,4.73,74.6,30.33,Moderate
83.8,94.27,149.63,6.34,19.88,23.69,Poor
142.34,9.59,56.92,5.21,65.03,27.12,Poor
60.13,96.91,74.71,4.76,28.52,37.8,Moderate
95.89,33.46,138.66,6.82,65.63,19.47,Healthy
97.24,53.1,41.91,6.28,63.02,36.74,Healthy
114.38,98.29,98.14,5.93,59.18,36.82,Moderate
77.01,27.78,116.48,8.21,27.42,15.0,Moderate
62.25,80.84,100.7,5.75,49.39,38.53,Moderate
47.6,94.91,125.91,7.46,33.65,28.09,Moderate
25.62,92.18,22.27,5.32,62.95,17.92,Moderate
149.03,44.55,96.27,5.65,27.73,37.85,Moderate
93.21,80.06,102.69,5.55,69.81,30.65,Moderate
20.47,32.85,53.76,5.21,68.99,33.2,Moderate
67.83,64.62,41.61,6.75,24.39,39.77,Healthy
47.41,82.4,42.06,7.44,72.84,30.05,Moderate
28.77,59.51,48.78,5.08,17.13,31.96,Moderate
64.88,77.35,93.05,7.49,46.24,24.63,Healthy
119.05,56.11,79.37,4.85,67.56,17.46,Healthy
104.7,43.96,102.72,8.0,55.7,19.32,Moderate
17.8,74.96,31.16,4.58,31.86,23.83,Moderate
52.52,77.87,63.45,4.91,46.58,21.07,Moderate
77.84,36.63,102.5,5.49,32.92,25.95,Moderate
148.8,82.68,128.49,4.55,67.83,20.88,Poor
139.29,85.51,32.94,8.0,21.79,28.63,Poor
145.62,72.34,85.84,6.7,36.26,15.79,Moderate
40.6,35.45,105.22,6.39,45.33,36.95,Moderate
108.84,37.91,68.35,5.29,69.48,33.05,Moderate
51.98,59.45,114.39,7.13,80.0,22.75,Moderate
53.04,5.0,98.03,5.72,27.05,42.0,Moderate
18.12,45.24,5.08,7.64,21.63,39.97,Poor
103.21,85.41,27.88,8.37,73.61,29.97,Moderate
101.15,58.11,119.82,5.89,51.16,29.21,Healthy
22.28,32.85,98.38,7.6,12.79,31.33,Moderate
113.66,54.54,103.26,6.44,62.6,26.76,Healthy
106.04,48.17,49.67,5.63,32.52,18.63,Moderate
111.74,20.91,93.86,6.85,53.54,22.73,Healthy
138.35,23.09,62.24,4.88,26.85,28.18,Moderate
48.72,20.34,36.44,7.87,34.16,33.13,Moderate
25.24,44.73,64.62,5.01,46.22,28.55,Moderate
44.2,56.22,69.27,6.94,36.66,26.22,Healthy
123.31,12.58,40.88,5.63,11.63,32.91,Moderate
58.57,71.16,10.18,5.69,50.12,41.6,Moderate
102.38,37.64,42.9,6.87,77.92,17.5,Healthy
102.46,62.5,135.98,4.79,68.83,33.73,Moderate
110.0,57.82,29.12,6.74,15.62,25.04,Healthy
148.83,81.31,82.09,7.72,21.45,39.4,Moderate
136.0,60.12,87.34,5.39,56.7,25.13,Healthy
29.71,71.92,18.99,6.49,39.77,40.99,Moderate
72.93,25.17,21.06,6.92,44.01,34.75,Moderate
119.61,30.95,35.41,5.83,43.75,30.73,Healthy
76.23,82.51,132.68,6.03,60.58,41.96,Moderate
44.44,55.74,100.79,5.1,63.42,33.32,Moderate
132.73,12.7,36.12,6.66,68.59,36.3,Moderate
44.25,30.0,123.8,8.45,55.68,27.3,Moderate
111.65,9.96,149.24,7.87,33.45,25.71,Moderate
75.78,47.41,74.78,6.76,77.8,22.36,Healthy
26.34,66.58,12.13,5.01,61.69,19.65,Poor
31.54,24.76,99.44,7.38,54.16,39.8,Moderate
143.79,25.12,19.64,4.74,45.29,28.88,Poor
87.25,90.01,25.27,4.98,16.39,30.72,Poor
115.96,54.69,58.28,5.3,40.58,38.57,Healthy
75.04,92.13,119.84,7.76,58.52,35.18,Moderate
62.17,90.43,142.79,5.25,11.8,36.65,Poor
54.54,48.45,110.01,4.59,65.91,22.32,Moderate
24.7,83.96,89.5,5.04,62.32,26.5,Poor
86.46,5.0,149.07,6.82,49.54,21.02,Moderate
75.33,53.42,61.06,6.51,40.75,40.83,Healthy
52.72,94.28,91.87,4.97,16.27,41.42,Poor
30.53,66.82,39.02,7.82,10.0,26.0,Moderate
18.71,8.53,141.78,6.91,23.11,35.13,Poor
10.0,71.06,38.85,5.44,49.9,15.55,Moderate
92.33,44.64,110.48,8.1,37.38,16.12,Moderate
17.26,22.99,137.43,8.03,32.81,38.28,Poor
40.25,75.14,129.04,8.09,37.29,23.62,Moderate
76.88,100.0,112.06,8.32,37.74,17.95,Moderate
34.61,57.34,139.12,6.31,49.57,17.0,Poor
95.07,95.37,97.44,5.41,58.66,29.24,Healthy
28.82,66.8,68.35,7.25,11.62,29.92,Moderate
22.72,50.38,135.53,4.94,78.94,29.09,Poor
138.41,81.24,134.05,7.86,78.7,31.93,Poor
47.3,73.77,81.78,7.04,35.37,36.0,Moderate
52.67,85.55,92.62,6.47,72.52,32.67,Moderate
62.45,53.84,39.4,7.51,64.23,32.32,Healthy
93.35,73.82,29.35,7.43,76.48,35.07,Moderate
123.99,27.58,121.94,6.54,33.1,16.45,Moderate
36.16,92.46,46.29,5.12,77.78,20.17,Poor
93.0,20.74,23.36,6.01,52.86,40.36,Moderate
73.17,47.44,72.62,7.53,19.39,25.17,Healthy
85.19,85.81,110.18,8.14,65.75,21.05,Moderate
101.64,90.93,49.58,6.29,69.72,18.09,Moderate
140.96,19.75,64.72,6.4,54.84,30.47,Healthy
147.77,70.36,47.12,6.62,55.04,34.22,Moderate
54.07,50.24,21.64,7.61,19.74,24.17,Moderate
27.1,54.67,62.05,4.92,49.1,21.05,Moderate
132.14,88.53,12.52,7.21,47.92,24.93,Poor
90.36,39.51,90.36,4.67,77.04,27.33,Moderate
132.31,8.88,27.07,5.15,52.7,39.19,Poor
147.4,99.32,118.71,5.15,78.44,23.85,Poor
42.65,41.87,82.21,5.46,39.36,15.57,Moderate
24.7,86.37,112.55,7.05,61.7,18.65,Moderate
114.4,30.8,31.26,5.81,43.59,30.49,Healthy
10.9,50.37,106.6,6.03,53.48,20.17,Healthy
17.98,45.28,5.0,8.13,71.12,20.8,Poor
126.88,89.66,34.95,6.38,62.68,38.71,Moderate
31.27,33.87,9.53,5.06,24.19,18.86,Poor
46.09,57.57,65.19,8.07,72.2,31.54,Moderate
99.51,9.82,8.79,4.76,53.17,36.56,Poor
25.11,65.23,37.28,5.36,50.89,18.02,Moderate
83.09,33.0,35.51,5.77,66.04,17.86,Moderate
68.63,71.56,45.1,7.4,59.61,34.23,Healthy
52.38,85.98,129.04,8.47,16.86,15.05,Poor
148.69,87.96,50.2,6.11,55.41,29.53,Moderate
85.54,75.26,139.24,7.6,41.38,31.92,Moderate
80.49,16.45,9.49,7.7,40.38,21.51,Moderate
77.29,35.44,117.61,7.51,28.61,19.34,Moderate
139.74,76.32,26.63,5.81,65.39,21.69,Moderate
34.07,58.15,26.74,7.55,30.08,33.44,Moderate
146.31,45.77,116.1,4.86,48.25,36.81,Moderate
145.63,72.57,149.12,7.55,73.73,20.31,Moderate
132.06,7.74,128.69,6.36,60.09,35.4,Moderate
28.85,70.18,130.54,8.46,32.57,36.09,Poor
58.33,39.53,72.39,7.75,41.85,27.7,Healthy
45.03,72.48,49.53,6.81,15.54,17.58,Moderate
58.93,39.51,63.87,5.71,46.37,35.69,Healthy
10.8,35.01,65.65,5.71,50.87,16.86,Moderate
50.57,58.2,112.59,7.17,80.0,22.47,Moderate
137.72,84.34,10.74,6.89,65.61,30.7,Moderate
16.94,9.61,34.46,5.08,35.91,18.08,Poor
65.4,71.14,92.66,6.28,60.12,34.56,Moderate
113.7,34.57,41.79,7.79,57.46,34.97,Healthy
149.56,15.06,118.56,4.62,43.19,19.66,Moderate
145.35,49.83,34.16,7.19,31.14,41.11,Moderate
79.54,57.42,65.84,7.14,31.74,35.05,Healthy
140.18,94.18,48.37,7.86,46.84,37.58,Moderate
11.98,96.94,96.77,4.54,44.34,19.25,Poor
109.36,39.44,41.04,7.01,76.81,23.45,Healthy
94.18,5.0,87.23,7.03,75.88,26.54,Healthy
27.17,72.24,135.27,8.3,32.48,36.36,Poor
56.83,93.28,12.68,7.04,16.96,34.71,Poor
62.09,11.82,36.92,6.37,79.33,41.9,Poor
132.08,15.7,112.86,6.25,49.18,33.56,Moderate
150.0,78.51,54.74,8.32,42.08,25.59,Moderate
85.45,15.07,123.53,4.82,72.98,16.75,Poor
17.85,22.08,78.72,7.92,55.73,31.22,Moderate
92.6,15.52,16.53,7.5,30.51,39.01,Moderate
20.39,33.05,79.16,7.84,35.95,23.34,Moderate
91.36,96.47,54.29,6.88,62.14,29.29,Healthy
93.72,32.28,44.47,5.21,74.9,36.49,Moderate
63.33,67.72,82.62,8.2,10.0,35.74,Moderate
26.55,85.66,59.51,8.29,44.58,33.78,Poor
94.9,96.22,50.72,4.5,66.08,38.48,Moderate
84.96,76.92,78.04,4.92,31.37,29.51,Moderate
120.79,34.52,16.73,8.5,33.53,17.14,Moderate
27.16,87.11,122.57,6.69,67.28,17.24,Moderate
26.04,87.95,87.75,7.8,54.85,35.54,Moderate
32.09,5.0,71.78,6.61,75.36,34.55,Poor
122.0,26.01,33.42,6.23,76.67,29.97,Moderate
74.87,30.47,77.72,8.34,30.99,18.86,Moderate
26.71,58.47,14.03,5.48,47.1,31.75,Moderate
104.73,29.86,112.31,8.48,27.34,36.42,Moderate
31.79,77.72,38.43,5.39,70.6,39.62,Moderate
96.37,37.34,5.0,6.24,38.65,18.66,Healthy
13.76,87.22,129.33,7.53,69.09,19.57,Poor
141.51,95.33,61.45,8.11,43.0,19.1,Moderate
50.25,48.25,131.08,5.05,30.4,33.77,Moderate
150.0,84.36,12.98,4.91,70.38,22.51,Poor
114.42,98.62,146.23,7.01,34.27,16.6,Poor
130.05,53.38,61.29,6.97,56.64,21.77,Healthy
68.11,52.16,39.21,7.72,77.19,22.85,Healthy
75.91,20.78,115.96,7.78,59.51,38.31,Moderate
70.59,94.53,127.67,6.74,52.26,39.1,Moderate
59.46,59.32,134.5,6.77,14.33,35.53,Moderate
78.81,13.66,36.21,7.71,63.43,38.95,Moderate
133.01,55.95,144.25,7.22,62.6,30.66,Healthy
127.2,32.96,50.54,8.33,41.96,38.46,Moderate
127.9,77.52,63.02,6.39,36.28,35.84,Moderate
115.94,22.44,108.79,7.67,73.06,34.7,Moderate
127.28,49.29,122.67,6.87,30.96,26.62,Moderate
30.44,14.68,76.01,8.1,15.92,38.49,Poor
88.95,98.48,43.97,7.42,21.35,40.17,Moderate
68.04,24.88,71.62,6.23,53.9,38.73,Healthy
70.02,64.32,150.0,6.7,28.15,29.29,Healthy
95.43,13.08,31.62,5.06,32.42,19.14,Moderate
133.21,17.62,27.13,4.92,20.47,19.11,Poor
80.24,93.36,142.14,4.64,51.26,23.12,Poor
70.99,30.84,142.67,5.69,24.44,35.97,Moderate
75.24,45.96,27.26,7.13,52.86,34.17,Healthy
41.18,38.52,141.61,8.04,49.06,27.84,Moderate
147.96,14.84,107.51,6.67,46.56,32.46,Moderate
149.22,68.67,56.66,5.5,40.28,19.86,Moderate
55.14,90.38,103.98,8.13,21.14,40.58,Poor
48.63,38.67,58.93,5.41,39.49,28.65,Healthy
134.36,19.9,20.67,5.71,42.71,23.32,Moderate
126.9,32.69,120.2,8.13,80.0,35.23,Moderate
127.06,90.54,13.1,5.01,72.37,27.61,Poor
42.77,76.79,25.48,6.4,47.18,24.22,Moderate
28.3,35.03,88.16,6.92,28.03,41.97,Moderate
44.73,76.12,85.65,7.22,57.15,34.3,Moderate
42.27,60.86,17.14,7.22,52.27,37.56,Moderate
57.08,88.96,111.41,7.21,21.86,17.08,Moderate
76.52,33.52,122.92,5.37,58.66,38.2,Moderate
143.56,34.47,134.43,7.69,63.24,40.06,Poor
17.37,10.51,39.12,7.85,50.64,30.57,Moderate
25.17,68.44,63.1,7.19,36.72,37.84,Healthy
53.18,75.93,127.17,5.91,14.46,33.41,Moderate
112.23,51.11,33.26,7.87,34.84,18.01,Moderate
64.09,90.16,23.94,6.86,38.68,32.24,Moderate
150.0,45.32,100.75,5.63,26.55,37.24,Moderate
68.08,66.74,97.05,4.9,30.71,39.78,Moderate
118.23,5.54,96.15,7.11,62.76,40.0,Moderate
130.45,19.83,5.0,5.85,67.34,37.82,Moderate
58.23,59.58,20.12,5.33,31.53,27.83,Moderate
94.38,19.96,114.31,4.88,77.94,17.73,Moderate
117.08,43.7,86.5,8.5,26.1,30.37,Healthy
43.82,95.41,117.87,6.34,74.38,30.19,Moderate
97.29,20.77,119.65,7.15,23.58,26.92,Moderate
93.83,52.03,68.79,5.47,59.12,23.63,Healthy
81.04,55.22,145.43,4.5,46.28,35.69,Moderate
58.01,69.62,28.45,8.34,39.59,15.0,Moderate
37.05,57.78,21.25,8.04,24.12,21.33,Moderate
54.82,36.02,121.85,5.83,56.4,26.49,Moderate
105.9,18.3,145.3,7.04,24.21,20.89,Moderate
119.05,54.2,63.89,7.41,32.01,38.38,Healthy
130.65,7.85,110.35,5.76,68.7,17.04,Moderate
150.0,83.68,124.72,5.22,71.58,38.72,Moderate
75.33,45.32,25.14,6.33,55.01,39.79,Healthy
25.85,100.0,95.72,7.09,17.97,39.25,Poor
50.49,28.99,150.0,6.63,50.17,15.12,Moderate
48.14,65.83,65.08,7.75,40.02,30.75,Healthy
31.44,88.54,104.74,7.98,36.2,38.34,Poor
27.55,94.51,69.57,8.36,73.04,25.65,Poor
104.64,12.7,69.02,5.22,59.76,19.77,Moderate
43.82,54.95,56.72,6.4,63.12,22.06,Healthy
87.1,40.77,79.78,5.42,42.63,26.13,Healthy
47.65,85.7,105.4,8.28,15.34,35.94,Poor
79.06,51.05,31.3,5.88,60.9,29.61,Healthy
102.52,46.01,113.43,6.33,39.01,29.18,Healthy
58.97,21.48,56.95,6.89,28.89,27.01,Healthy
35.67,53.55,93.9,5.81,32.67,37.37,Moderate
104.0,49.72,112.62,5.29,39.62,25.07,Healthy
51.59,5.82,13.53,4.88,40.95,16.5,Poor
99.85,16.73,46.18,8.07,15.65,26.28,Moderate
121.75,60.42,33.85,8.05,70.4,26.56,Healthy
69.66,35.78,82.81,4.52,36.4,27.93,Healthy
142.38,80.78,90.6,7.75,22.43,39.39,Moderate
109.62,12.5,96.29,7.8,30.52,32.11,Moderate
48.59,80.22,7.25,5.76,74.64,20.47,Moderate
18.93,32.73,63.75,5.11,57.03,28.74,Moderate
10.0,73.61,21.78,4.94,63.55,33.55,Poor
76.14,26.38,133.93,5.07,13.52,33.51,Poor
120.81,92.19,57.23,7.59,22.6,39.56,Moderate
76.56,7.16,41.88,8.36,74.62,16.55,Poor
59.91,87.88,49.4,5.67,75.01,37.41,Moderate
80.1,50.38,90.46,7.81,59.1,18.37,Healthy
84.42,29.31,11.03,5.55,39.73,24.93,Healthy
94.48,23.74,27.11,5.41,73.09,36.52,Moderate
21.96,35.73,127.53,7.99,32.81,33.54,Moderate
104.65,88.82,87.77,4.82,26.53,36.91,Moderate
44.34,44.61,139.81,8.15,50.58,27.93,Moderate
108.88,45.27,120.35,5.09,35.27,22.31,Moderate
108.8,90.66,6.94,4.74,78.46,23.8,Poor
78.81,5.0,48.11,7.19,71.87,29.98,Healthy
119.31,31.75,126.01,7.81,30.55,33.92,Moderate
75.7,84.18,90.54,4.73,40.86,23.55,Healthy
90.87,14.31,6.1,7.66,48.54,35.45,Moderate
106.52,32.18,108.46,5.39,65.01,23.27,Moderate
45.81,81.74,56.63,5.03,25.2,29.1,Moderate
113.89,43.19,117.43,7.25,33.87,35.94,Healthy
121.04,67.62,9.35,4.86,66.26,29.21,Moderate
54.13,38.25,88.97,7.41,74.78,17.02,Moderate
14.65,9.9,105.78,8.39,41.83,18.97,Poor
14.13,45.37,8.73,8.2,71.81,20.71,Poor
10.7,84.13,97.69,6.11,26.67,35.03,Moderate
101.51,54.74,146.42,5.26,74.07,25.39,Poor
98.64,17.51,42.08,6.6,24.75,23.97,Healthy
85.24,81.53,17.39,5.88,74.26,23.53,Moderate
53.41,58.61,50.1,4.51,79.81,21.48,Moderate
70.8,97.63,140.67,7.27,47.94,22.2,Moderate
93.72,18.88,98.1,5.05,65.04,19.17,Healthy
32.45,60.12,145.45,5.98,55.49,18.85,Moderate
134.36,88.2,61.01,7.23,57.54,36.68,Moderate
116.0,50.31,92.64,5.42,67.65,20.41,Moderate
116.85,72.84,5.99,4.67,25.76,15.97,Poor
25.42,33.76,42.79,7.92,26.33,23.21,Moderate
10.57,18.54,16.21,5.22,31.43,40.71,Poor
94.63,21.09,94.64,7.53,69.83,23.6,Moderate
19.87,20.93,111.49,8.17,46.95,19.87,Moderate
31.53,31.0,119.32,7.7,26.31,37.29,Moderate
41.57,33.81,107.65,6.65,52.65,33.3,Moderate
43.62,68.97,36.34,5.3,10.14,22.72,Moderate
26.66,15.54,88.21,5.24,19.14,38.94,Moderate
64.92,82.14,98.67,5.63,47.5,38.07,Moderate
147.53,100.0,141.72,7.64,26.06,23.89,Poor
112.46,62.87,144.41,6.74,28.35,35.79,Moderate
128.21,64.08,87.97,5.32,50.84,20.39,Moderate
20.73,63.31,86.94,8.07,45.58,34.69,Moderate
145.81,62.07,48.97,8.14,56.75,22.11,Moderate
117.87,40.96,133.57,8.19,70.68,26.0,Moderate
74.81,8.36,99.02,5.97,65.34,36.52,Moderate
59.43,37.81,73.93,7.24,22.53,31.18,Healthy
52.76,79.94,95.13,6.26,41.54,29.77,Healthy
19.51,58.11,52.98,6.75,57.32,20.77,Healthy
45.68,22.3,79.65,6.16,31.93,20.45,Moderate
143.21,7.24,85.66,5.39,59.53,30.17,Moderate
136.7,42.39,133.9,5.81,75.07,23.24,Poor
70.08,43.72,131.78,7.46,46.17,28.58,Healthy
100.36,40.51,69.89,7.19,65.87,25.01,Healthy
24.65,42.91,48.75,5.18,75.83,21.2,Poor
106.59,71.75,26.65,7.83,56.33,18.45,Moderate
41.16,52.38,22.53,7.07,32.74,35.64,Moderate
36.95,35.1,42.54,4.63,31.18,28.62,Moderate
57.32,50.1,97.93,6.26,77.83,34.9,Moderate
103.79,49.61,44.15,6.62,36.17,34.62,Healthy
139.73,89.83,114.53,5.68,22.36,26.03,Moderate
126.7,13.56,130.64,6.79,26.5,41.64,Poor
68.05,39.44,27.11,7.21,41.14,18.59,Healthy
31.29,20.08,38.51,7.31,22.7,24.07,Moderate
128.32,72.76,57.26,7.39,38.95,17.09,Moderate
135.97,81.51,36.6,7.4,72.67,34.72,Moderate
51.42,74.39,38.13,4.99,27.78,30.29,Moderate
123.97,94.23,104.7,8.29,74.95,20.43,Poor
84.22,90.29,127.1,7.74,44.47,21.9,Moderate
20.5,57.05,27.82,7.69,73.93,19.58,Moderate
94.58,100.0,42.06,8.47,24.81,23.84,Moderate
110.44,26.56,84.8,5.59,51.31,33.1,Healthy
33.04,19.69,30.31,4.96,40.34,20.19,Moderate
85.78,98.4,45.06,7.58,20.83,39.51,Moderate
89.83,5.0,56.55,7.42,30.15,30.3,Healthy
83.63,61.32,90.25,5.97,73.05,28.81,Healthy
69.78,33.71,124.41,4.6,64.01,21.22,Moderate
59.79,95.85,66.07,7.37,29.06,37.67,Moderate
56.0,49.29,123.45,7.54,27.65,15.84,Moderate
121.03,37.85,17.15,7.54,37.38,21.79,Moderate
125.59,72.3,16.26,6.48,17.34,35.64,Moderate
100.66,46.6,135.35,7.78,67.2,29.22,Moderate
127.71,36.24,32.95,4.54,53.58,22.93,Healthy
89.56,5.0,14.18,7.77,13.32,28.75,Poor
118.04,89.94,33.94,6.7,70.24,32.12,Moderate
147.07,78.77,98.69,7.1,77.6,15.0,Poor
148.57,52.33,86.6,8.17,76.04,31.05,Poor
41.09,50.96,89.72,7.35,56.78,20.92,Healthy
45.63,37.48,139.75,7.08,58.22,17.56,Moderate
48.94,67.47,124.58,4.51,53.08,20.97,Moderate
107.71,16.25,13.03,7.12,46.99,26.69,Moderate
96.21,5.76,42.81,5.54,63.26,25.41,Healthy
92.36,43.7,44.94,7.69,25.64,39.42,Moderate
85.52,99.42,112.55,5.09,29.14,18.78,Moderate
144.95,19.37,79.02,5.49,61.62,35.97,Moderate
82.76,100.0,75.15,7.59,54.98,28.43,Healthy
15.41,91.32,90.2,7.01,28.07,29.08,Moderate
138.12,44.43,26.04,4.84,64.94,31.54,Moderate
41.5,12.49,149.27,5.12,66.11,28.77,Poor
26.04,88.45,36.27,7.27,25.57,34.33,Moderate
140.82,57.88,146.87,5.15,17.16,15.95,Poor
36.48,23.57,140.03,6.91,62.56,24.89,Moderate
29.64,71.18,12.12,6.68,51.07,16.23,Poor
86.38,85.05,21.51,5.43,64.8,38.07,Moderate
37.66,87.42,53.25,6.39,79.59,21.51,Moderate
114.42,72.45,6.5,4.66,14.69,16.23,Poor
114.16,31.89,23.23,7.67,77.59,16.47,Moderate
59.53,75.58,85.44,5.74,55.97,39.33,Moderate
91.47,44.71,41.49,7.88,47.3,39.3,Healthy
12.0,23.56,121.93,6.53,52.67,25.04,Moderate
63.34,17.72,127.01,5.18,18.64,34.36,Moderate
37.56,93.57,112.19,5.42,17.8,40.62,Poor
31.73,67.38,80.68,6.98,19.82,37.21,Moderate
38.77,64.4,106.7,6.08,12.25,29.09,Moderate
22.97,49.96,91.99,6.34,60.04,41.35,Moderate
44.7,34.56,56.1,4.98,34.12,26.2,Moderate
73.83,47.98,124.18,5.76,74.01,37.58,Moderate
108.6,88.69,5.0,5.49,59.53,22.32,Moderate
110.63,52.02,90.37,6.24,40.46,34.57,Healthy
80.63,13.57,27.02,6.24,22.97,37.81,Moderate
125.01,88.53,17.42,5.0,72.29,26.82,Poor
41.19,74.36,102.59,5.54,64.97,23.22,Moderate
102.58,49.27,114.65,4.71,67.56,36.82,Moderate
78.68,88.52,60.41,6.08,58.02,16.36,Moderate
76.05,36.8,26.24,5.64,64.84,27.01,Healthy
94.5,33.95,11.24,8.35,14.06,38.29,Poor
77.4,45.06,57.21,6.85,67.2,39.45,Healthy
48.29,57.09,139.61,7.74,69.87,36.08,Moderate
91.1,90.73,5.63,7.88,66.14,17.86,Moderate
129.43,60.51,56.54,6.49,40.95,24.06,Healthy
68.39,52.11,58.56,5.61,10.85,38.57,Moderate
114.2,35.19,73.24,8.0,75.44,42.0,Moderate
31.1,77.85,103.03,8.35,44.48,33.07,Moderate
123.13,58.87,48.1,5.69,71.27,16.45,Moderate
63.48,51.46,7.94,4.52,38.5,19.06,Moderate
150.0,70.71,39.06,6.09,55.02,37.55,Moderate
137.69,22.19,80.79,7.35,76.5,30.91,Moderate
84.92,68.2,110.04,4.99,17.62,32.39,Moderate
79.15,14.67,38.54,7.92,61.35,19.38,Moderate
123.94,86.03,59.29,8.29,34.42,17.14,Moderate
70.19,86.51,120.75,6.79,77.22,27.5,Moderate
103.12,69.52,113.39,4.82,36.7,30.27,Healthy
90.11,19.26,124.66,8.2,30.8,20.37,Moderate
91.66,34.51,70.07,5.48,57.66,37.53,Healthy
79.68,55.85,110.95,6.84,19.59,36.53,Moderate
34.79,49.9,5.0,7.33,30.65,29.62,Moderate
102.83,81.07,112.25,8.05,26.97,32.99,Moderate
104.98,21.73,120.38,8.04,77.08,41.29,Moderate
40.39,21.49,90.22,8.29,71.27,15.1,Moderate
