soil_moisture,humidity,temperature,rainfall,soil_temperature,wind_speed,rain_forecast,nitrogen,phosphorus,potassium,ph,crop_type,crop_water_factor,irrigation_recommendation
54.84,54.73,27.65,17.07,25.31,27.43,1,47.99,63.01,17.25,6.86,maize,1.0,No irrigation
50.6,54.92,37.66,19.16,21.32,12.72,1,39.95,63.08,49.18,6.89,banana,1.25,No irrigation
44.9,21.37,27.65,28.53,27.2,23.88,1,111.27,40.14,40.24,5.54,chickpea,0.75,No irrigation
47.84,22.05,36.21,11.24,32.13,15.21,1,96.68,69.98,78.31,5.3,groundnut,0.85,Monitor
28.26,57.36,35.82,29.48,31.46,28.54,1,55.48,60.35,69.94,5.53,wheat,0.9,No irrigation
32.49,71.67,27.18,23.66,30.55,11.85,0,76.31,21.29,79.22,7.64,cotton,1.1,Monitor
44.82,32.29,20.76,2.25,29.02,2.56,1,20.07,65.07,28.1,5.39,groundnut,0.85,Monitor
24.76,76.17,37.36,2.38,22.22,21.73,0,97.44,60.79,70.94,7.88,chickpea,0.75,Irrigate now
53.75,66.35,31.72,13.46,24.84,29.32,1,99.18,67.64,57.2,5.52,wheat,0.9,No irrigation
53.15,85.02,35.74,8.93,28.83,6.91,1,93.4,27.67,26.55,5.01,groundnut,0.85,No irrigation
67.18,47.41,39.89,38.61,20.49,18.87,0,83.96,16.25,47.25,5.99,rice,1.3,No irrigation
28.09,88.77,23.36,35.41,21.33,21.85,1,64.66,25.91,31.22,5.2,chickpea,0.75,No irrigation
58.29,70.43,20.96,17.53,26.29,6.66,1,69.31,32.72,50.49,5.3,cotton,1.1,No irrigation
58.38,60.46,35.16,9.02,26.77,24.38,0,49.49,29.12,76.86,5.22,maize,1.0,No irrigation
63.84,31.26,21.5,37.67,34.67,11.46,1,90.45,35.88,57.49,6.82,cotton,1.1,No irrigation
23.64,27.09,24.11,7.6,30.46,22.22,1,86.06,27.84,21.23,6.18,wheat,0.9,Irrigate soon
61.19,30.75,27.22,17.1,24.42,20.54,1,39.97,11.54,26.1,5.88,rice,1.3,No irrigation
41.05,28.09,35.7,18.84,33.42,9.42,1,38.49,63.13,39.01,6.34,chickpea,0.75,Monitor
39.19,38.44,36.74,22.57,22.27,21.5,0,28.57,30.63,50.19,7.91,wheat,0.9,Monitor
27.51,24.27,27.74,20.9,34.48,21.24,1,77.27,24.14,34.43,6.18,banana,1.25,Monitor
54.29,55.15,38.01,32.02,30.16,19.37,0,114.93,36.94,76.69,5.5,maize,1.0,No irrigation
59.47,28.83,28.47,39.53,26.53,29.92,0,103.41,25.47,74.2,7.74,rice,1.3,No irrigation
19.79,58.95,31.04,34.26,27.8,27.68,0,98.66,47.38,48.97,6.26,cotton,1.1,No irrigation
23.23,59.66,31.65,38.59,21.5,4.96,0,98.57,62.05,72.21,7.63,chickpea,0.75,No irrigation
36.07,53.99,32.18,1.5,24.13,6.03,1,23.88,63.37,36.55,5.71,groundnut,0.85,Irrigate soon
41.14,38.8,27.45,13.51,31.9,10.71,1,105.82,51.09,78.21,5.68,chickpea,0.75,Monitor
68.58,51.02,36.52,10.78,26.25,20.08,0,64.17,64.81,41.47,6.45,wheat,0.9,No irrigation
62.7,77.47,30.31,6.36,24.67,16.19,0,98.05,41.46,51.96,5.52,banana,1.25,No irrigation
26.04,24.03,20.66,2.02,25.41,7.58,1,102.35,40.31,56.3,5.37,rice,1.3,Irrigate soon
28.31,54.22,28.92,38.42,27.12,17.44,1,36.35,63.67,63.68,7.07,chickpea,0.75,No irrigation
16.51,23.48,37.08,31.19,23.21,8.2,0,87.77,26.15,41.62,5.06,banana,1.25,No irrigation
68.19,67.75,29.48,5.29,22.6,24.42,0,45.24,58.31,34.85,7.9,groundnut,0.85,No irrigation
30.15,82.68,37.03,18.36,23.27,10.46,1,78.45,10.44,79.96,7.9,banana,1.25,Irrigate soon
35.58,65.31,32.18,11.94,21.62,3.79,1,84.06,61.69,31.97,7.13,groundnut,0.85,Irrigate soon
31.43,30.5,35.31,35.99,32.08,24.47,1,86.05,50.85,61.88,6.97,chickpea,0.75,No irrigation
29.27,49.3,27.77,1.41,30.62,18.02,0,54.32,52.8,59.61,6.91,cotton,1.1,Irrigate soon
64.86,67.03,30.15,33.82,32.61,26.54,0,49.38,38.25,63.16,7.18,wheat,0.9,No irrigation
56.96,32.81,33.59,13.43,21.34,11.95,1,62.05,63.21,39.16,6.76,cotton,1.1,No irrigation
61.82,52.94,37.33,23.34,34.16,3.99,0,70.05,62.05,39.81,5.9,rice,1.3,No irrigation
62.9,30.55,39.85,13.71,34.81,27.0,1,34.32,61.74,26.72,5.24,chickpea,0.75,No irrigation
49.71,32.38,32.69,0.19,24.1,23.31,0,77.63,19.51,66.04,7.34,maize,1.0,Monitor
48.8,64.34,28.07,38.61,25.75,3.06,0,93.07,67.0,72.98,7.27,wheat,0.9,No irrigation
25.48,67.37,32.53,9.95,30.4,11.64,0,30.27,40.2,34.9,5.2,rice,1.3,Irrigate now
31.4,40.36,34.56,23.85,25.07,26.86,0,54.27,64.08,38.35,5.57,banana,1.25,Monitor
37.19,35.99,34.54,5.25,31.01,18.51,0,32.32,52.67,66.49,6.13,groundnut,0.85,Irrigate soon
29.07,57.43,20.97,39.79,29.93,20.3,0,24.82,16.95,43.88,5.37,chickpea,0.75,No irrigation
41.09,30.72,33.9,25.21,24.52,20.53,1,82.28,52.04,42.22,7.7,wheat,0.9,No irrigation
54.53,28.24,22.28,4.25,22.98,7.59,1,103.15,68.39,38.26,6.23,maize,1.0,No irrigation
17.17,54.74,24.15,37.32,24.96,2.08,0,110.69,60.11,58.49,5.45,rice,1.3,No irrigation
57.87,25.25,34.47,36.19,29.67,14.79,1,46.41,13.0,67.86,7.62,banana,1.25,No irrigation
30.98,76.11,26.25,29.54,21.42,23.23,0,20.97,18.3,57.07,5.99,cotton,1.1,No irrigation
67.53,38.78,34.66,14.9,25.14,5.19,1,116.23,26.31,40.07,7.55,banana,1.25,No irrigation
38.2,82.03,23.34,5.3,30.9,29.48,0,30.37,64.67,46.37,6.71,cotton,1.1,Irrigate soon
24.97,46.58,27.17,1.15,30.27,25.48,0,68.31,39.29,72.69,6.32,rice,1.3,Irrigate now
29.39,42.0,34.09,27.12,31.51,18.15,0,117.79,50.19,36.99,6.57,groundnut,0.85,No irrigation
49.0,50.3,34.53,19.28,29.96,19.96,0,103.9,43.5,79.21,5.16,groundnut,0.85,Monitor
66.39,55.39,29.39,19.83,22.48,23.04,1,44.09,68.21,18.27,5.67,groundnut,0.85,No irrigation
35.83,77.2,21.58,17.77,28.6,4.46,1,64.71,17.12,47.33,6.96,rice,1.3,Irrigate soon
37.19,22.51,30.98,33.04,31.88,28.97,1,109.01,43.74,57.55,6.37,chickpea,0.75,No irrigation
34.98,23.8,24.46,18.18,28.4,19.35,1,91.67,31.8,44.41,5.29,groundnut,0.85,Monitor
27.2,43.89,36.6,38.58,24.38,16.62,0,24.58,19.85,24.13,7.15,groundnut,0.85,No irrigation
37.51,37.8,23.92,4.83,32.78,8.04,0,91.68,16.47,41.94,7.78,banana,1.25,Irrigate soon
51.97,28.63,37.84,18.3,28.84,16.12,1,20.43,54.17,50.96,6.3,wheat,0.9,No irrigation
41.56,55.58,38.42,7.09,28.68,22.45,0,30.36,49.45,54.4,5.97,cotton,1.1,Monitor
38.03,62.63,33.85,9.93,25.97,11.6,1,65.28,18.0,41.83,7.1,groundnut,0.85,Irrigate soon
43.18,79.02,30.96,12.56,31.05,17.5,0,40.09,47.45,33.89,6.04,groundnut,0.85,Monitor
22.3,69.73,39.5,7.11,28.14,19.83,0,96.08,43.74,52.88,7.83,groundnut,0.85,Irrigate now
37.96,72.35,36.83,11.44,32.71,24.63,0,22.53,18.72,58.57,5.6,banana,1.25,Irrigate soon
58.2,88.85,33.67,5.86,20.93,23.96,0,95.36,11.94,67.91,5.31,banana,1.25,No irrigation
52.15,59.33,24.49,25.88,25.83,16.31,1,89.29,12.82,39.8,6.25,banana,1.25,No irrigation
68.67,41.89,31.04,0.52,23.77,19.38,1,103.0,64.69,60.8,6.94,banana,1.25,No irrigation
47.36,71.69,23.93,29.0,22.9,14.57,0,38.7,20.43,48.4,6.13,cotton,1.1,No irrigation
30.35,38.5,23.22,33.84,20.08,15.06,0,23.99,65.72,53.8,7.32,groundnut,0.85,No irrigation
48.86,66.33,29.81,22.91,25.37,23.95,1,72.54,67.42,48.84,7.36,maize,1.0,Monitor
37.88,57.59,21.84,8.85,23.2,11.29,1,49.36,67.02,55.19,6.42,wheat,0.9,Irrigate soon
60.3,88.68,20.18,26.76,26.69,27.33,0,115.89,50.95,35.86,7.75,rice,1.3,No irrigation
36.22,57.82,25.66,36.45,32.33,12.5,1,68.68,27.79,57.35,5.96,rice,1.3,No irrigation
67.15,31.72,39.13,21.52,20.11,3.83,0,106.5,35.45,21.76,6.61,groundnut,0.85,No irrigation
63.33,71.9,28.7,32.67,21.08,21.21,0,65.92,29.9,20.69,5.16,banana,1.25,No irrigation
28.85,24.93,36.43,36.44,26.11,14.63,1,63.3,11.01,58.76,6.6,groundnut,0.85,No irrigation
54.62,24.43,34.92,1.82,32.72,12.02,0,48.98,51.15,54.43,5.84,cotton,1.1,No irrigation
35.98,77.55,20.62,6.25,23.3,22.91,1,116.01,18.64,59.02,7.74,banana,1.25,Irrigate soon
62.69,65.36,39.15,0.45,33.12,5.96,0,20.5,45.8,49.91,7.84,chickpea,0.75,No irrigation
26.55,71.9,34.52,8.47,33.58,25.84,0,36.1,23.25,69.26,5.58,maize,1.0,Irrigate now
51.9,59.71,21.09,30.04,34.85,17.37,0,49.07,14.04,21.38,7.18,cotton,1.1,No irrigation
67.33,45.0,33.43,9.38,24.28,3.95,0,51.78,37.04,55.06,5.92,wheat,0.9,No irrigation
23.38,59.68,36.15,38.35,22.53,10.77,0,91.22,48.45,32.98,6.08,groundnut,0.85,No irrigation
55.31,81.45,29.26,14.35,24.58,17.45,0,84.56,14.92,33.24,7.48,wheat,0.9,No irrigation
25.8,71.35,32.53,29.1,33.38,25.79,0,101.26,44.73,65.0,5.64,rice,1.3,No irrigation
45.34,58.04,39.97,18.88,31.63,12.24,0,109.14,45.38,70.72,5.4,wheat,0.9,Monitor
43.07,47.77,30.04,26.51,32.72,24.58,0,95.72,18.42,25.35,6.7,wheat,0.9,No irrigation
51.27,87.74,34.72,19.34,25.38,8.13,1,43.17,25.86,30.21,7.01,wheat,0.9,No irrigation
64.92,45.29,29.39,18.19,20.7,29.46,1,30.32,68.11,56.18,5.82,groundnut,0.85,No irrigation
29.48,58.1,23.48,26.15,25.48,20.29,0,71.67,32.58,73.97,6.55,chickpea,0.75,No irrigation
59.95,44.15,35.85,35.49,20.1,26.7,1,36.56,14.63,56.83,5.63,maize,1.0,No irrigation
23.65,62.14,36.34,26.44,26.22,11.25,0,68.15,38.73,28.7,5.48,banana,1.25,No irrigation
37.6,37.06,22.56,23.69,22.02,16.35,0,25.59,25.5,26.7,7.87,wheat,0.9,Monitor
68.31,64.63,37.57,29.12,32.32,28.52,0,64.92,69.57,71.37,5.51,banana,1.25,No irrigation
37.59,29.99,31.65,30.7,29.35,16.3,0,92.42,30.56,44.48,6.77,maize,1.0,No irrigation
35.8,29.25,20.33,20.91,33.64,21.16,0,80.55,20.65,73.6,6.8,banana,1.25,Monitor
44.23,72.67,21.86,26.38,33.53,17.1,0,109.7,56.49,57.2,6.57,chickpea,0.75,No irrigation
63.12,68.83,28.58,37.54,27.23,23.52,1,78.9,54.48,64.5,7.09,rice,1.3,No irrigation
38.4,37.82,35.32,36.4,21.26,18.75,1,45.78,10.33,63.34,5.02,wheat,0.9,No irrigation
21.48,20.5,33.09,27.51,24.74,12.14,0,62.61,45.12,31.98,6.61,wheat,0.9,No irrigation
35.11,39.29,33.61,30.2,26.2,23.95,1,37.87,43.55,46.44,7.97,wheat,0.9,No irrigation
33.94,69.38,34.72,34.2,29.89,22.94,1,98.31,66.95,21.52,6.53,banana,1.25,No irrigation
33.61,58.54,33.94,28.27,22.41,29.01,0,100.44,59.4,45.66,6.8,rice,1.3,No irrigation
18.52,35.52,21.6,1.51,25.76,29.56,1,91.16,45.85,76.47,7.46,groundnut,0.85,Irrigate soon
42.19,20.75,37.01,37.23,27.77,7.45,0,81.52,50.44,38.38,6.97,maize,1.0,No irrigation
19.78,39.32,27.99,26.79,26.08,7.61,0,93.69,14.12,20.86,5.85,banana,1.25,No irrigation
45.75,60.81,26.95,32.62,23.39,28.97,1,112.97,44.49,31.97,6.22,rice,1.3,No irrigation
45.72,55.22,26.8,4.68,27.7,9.22,1,89.42,67.96,51.61,7.31,banana,1.25,Monitor
33.68,74.29,33.63,35.86,32.93,15.5,1,26.76,48.02,79.62,7.03,maize,1.0,No irrigation
59.01,48.87,27.06,21.43,30.51,9.37,1,29.3,50.42,68.37,5.23,maize,1.0,No irrigation
41.21,44.75,37.89,10.76,34.21,21.13,0,69.9,21.98,62.8,7.62,maize,1.0,Monitor
27.61,78.45,36.73,14.24,31.68,5.36,0,87.58,49.81,54.9,7.29,wheat,0.9,Irrigate soon
67.69,79.36,27.42,12.62,33.47,26.67,1,69.08,69.06,74.54,5.84,maize,1.0,No irrigation
56.26,28.98,30.51,16.93,34.09,2.91,1,59.37,51.18,26.36,7.93,groundnut,0.85,No irrigation
43.5,42.1,20.17,26.96,25.69,4.82,1,81.28,25.58,50.66,5.71,cotton,1.1,No irrigation
67.72,44.02,23.68,16.96,26.29,23.06,1,105.43,26.78,26.69,5.39,wheat,0.9,No irrigation
52.73,76.99,34.42,32.16,28.33,25.98,0,34.58,67.55,24.72,7.42,maize,1.0,No irrigation
38.18,29.41,37.87,25.23,28.01,10.84,1,50.0,43.73,51.91,6.2,groundnut,0.85,No irrigation
23.98,35.08,25.09,33.56,21.44,22.85,1,56.1,43.62,75.57,5.77,rice,1.3,No irrigation
37.65,44.58,33.59,24.22,28.65,20.2,0,117.94,27.08,36.13,6.53,banana,1.25,Monitor
55.51,82.27,27.62,11.46,29.48,6.06,0,84.06,65.71,42.42,6.84,cotton,1.1,No irrigation
61.69,24.99,23.24,9.13,24.75,10.16,1,80.54,33.73,72.7,7.34,chickpea,0.75,No irrigation
56.13,56.47,29.01,6.69,32.81,5.5,0,86.2,66.43,60.55,5.24,maize,1.0,No irrigation
36.84,26.69,38.74,18.93,20.81,23.59,0,30.39,47.09,20.48,7.79,cotton,1.1,Monitor
32.02,37.32,25.68,25.06,21.97,25.48,0,23.52,31.41,74.49,7.59,cotton,1.1,No irrigation
68.62,57.84,25.45,17.79,34.54,21.53,0,79.08,37.39,63.68,7.63,cotton,1.1,No irrigation
43.79,64.77,26.19,13.89,28.1,24.53,1,50.79,34.73,25.12,5.03,wheat,0.9,Monitor
59.85,79.36,26.88,18.77,20.12,27.82,1,49.96,55.95,66.87,6.79,banana,1.25,No irrigation
15.4,46.16,28.23,22.42,25.92,6.57,1,102.84,23.24,20.15,6.88,wheat,0.9,Monitor
57.05,83.7,36.15,27.39,24.27,22.8,1,61.29,61.21,26.86,5.87,groundnut,0.85,No irrigation
40.04,51.69,34.01,19.68,24.81,6.26,0,38.59,16.14,32.5,7.15,groundnut,0.85,Monitor
15.45,26.31,20.29,8.69,26.3,24.0,1,119.8,37.82,66.44,5.99,banana,1.25,Irrigate soon
56.28,30.23,25.33,15.7,28.15,7.08,1,101.73,59.7,22.93,7.3,maize,1.0,No irrigation
36.16,88.25,24.94,39.78,22.99,22.59,0,72.11,68.93,45.73,7.04,chickpea,0.75,No irrigation
66.49,31.1,34.56,29.79,28.24,5.42,1,83.85,21.92,72.69,7.59,maize,1.0,No irrigation
68.53,36.52,28.68,0.6,31.92,18.37,1,98.91,10.54,17.73,7.35,cotton,1.1,No irrigation
52.86,30.85,35.42,9.95,27.5,21.21,1,113.08,69.82,55.63,5.18,groundnut,0.85,No irrigation
23.47,57.54,22.15,19.51,24.75,17.63,1,100.55,36.32,27.54,7.07,chickpea,0.75,Monitor
54.84,37.55,20.79,28.27,28.39,17.2,1,38.98,21.2,37.6,7.2,chickpea,0.75,No irrigation
62.72,61.91,37.21,6.41,27.97,14.58,1,74.16,37.24,65.43,6.52,groundnut,0.85,No irrigation
25.2,21.31,37.14,31.04,23.58,22.19,1,38.99,50.99,64.77,5.46,chickpea,0.75,No irrigation
32.74,64.86,22.21,20.93,21.0,25.39,0,37.86,11.88,21.96,5.57,rice,1.3,Monitor
46.41,78.54,33.16,21.03,30.52,9.17,1,42.07,53.07,15.85,7.76,groundnut,0.85,Monitor
42.03,82.28,21.6,32.04,20.91,17.62,1,102.2,57.65,18.79,6.85,wheat,0.9,No irrigation
17.24,24.93,26.08,37.78,34.41,4.72,0,73.17,21.37,49.2,5.75,groundnut,0.85,No irrigation
67.11,59.09,31.16,29.84,31.49,18.14,1,90.26,35.62,21.77,7.38,wheat,0.9,No irrigation
37.09,43.63,23.16,39.94,26.65,11.87,1,75.01,69.81,69.92,6.24,groundnut,0.85,No irrigation
38.68,70.81,32.17,22.53,23.21,23.44,1,56.0,37.14,77.39,5.0,rice,1.3,Monitor
69.06,61.7,30.35,39.74,24.53,10.41,0,41.48,28.89,65.15,7.83,banana,1.25,No irrigation
30.18,58.76,31.13,37.04,22.32,3.06,1,35.61,25.9,72.83,5.75,chickpea,0.75,No irrigation
59.61,26.43,28.0,36.72,31.01,22.26,1,37.29,59.54,59.82,6.73,rice,1.3,No irrigation
47.74,41.03,34.62,23.05,21.18,3.57,1,54.79,59.03,42.07,7.6,banana,1.25,Monitor
57.37,72.34,36.99,37.15,29.51,19.7,0,50.48,12.47,50.1,5.45,wheat,0.9,No irrigation
53.38,30.72,33.47,39.89,34.57,23.08,0,42.21,27.39,40.63,5.4,rice,1.3,No irrigation
41.17,72.17,30.96,10.5,25.98,14.17,0,96.2,38.86,27.88,6.19,wheat,0.9,Monitor
25.79,63.12,34.71,9.85,21.07,23.75,1,88.47,44.56,22.31,6.24,chickpea,0.75,Irrigate now
34.16,42.45,31.88,0.97,24.57,29.65,1,82.32,36.43,75.07,5.7,groundnut,0.85,Irrigate now
35.56,73.04,37.06,4.49,20.82,28.57,0,106.88,59.21,15.89,7.08,rice,1.3,Irrigate soon
31.78,52.98,26.64,29.6,23.18,17.3,1,74.88,47.38,79.5,7.09,groundnut,0.85,No irrigation
16.01,60.81,33.27,1.74,22.55,9.95,1,25.31,49.29,15.54,6.17,chickpea,0.75,Irrigate now
51.46,83.9,27.2,4.32,24.39,26.74,1,43.12,32.84,78.48,5.3,chickpea,0.75,No irrigation
41.66,61.8,21.76,7.96,34.5,17.7,0,23.98,65.34,34.82,6.47,groundnut,0.85,Monitor
23.64,44.27,27.04,25.01,23.54,29.39,1,101.19,47.55,72.11,7.67,banana,1.25,No irrigation
69.47,86.09,38.98,9.02,25.13,13.0,0,28.78,32.93,77.44,6.84,groundnut,0.85,No irrigation
52.76,49.21,31.46,17.06,24.69,18.95,1,74.22,22.41,24.01,6.62,banana,1.25,No irrigation
26.13,29.67,33.77,35.95,33.64,14.04,0,85.62,43.89,25.27,5.2,wheat,0.9,No irrigation
67.17,28.29,26.35,35.19,30.91,23.43,1,116.12,28.2,63.46,7.47,groundnut,0.85,No irrigation
66.33,39.17,35.58,4.27,22.77,23.35,1,80.56,46.74,53.76,5.69,rice,1.3,No irrigation
34.76,68.17,29.53,20.09,29.07,21.94,1,38.4,33.25,45.8,5.49,maize,1.0,Monitor
16.77,73.52,20.3,10.79,26.2,22.79,0,95.78,13.97,75.26,7.96,banana,1.25,Irrigate soon
48.94,68.15,37.34,35.5,26.41,23.73,1,92.02,33.65,76.04,6.72,wheat,0.9,No irrigation
43.89,81.3,35.74,20.83,26.77,25.16,0,107.78,24.74,49.96,7.95,rice,1.3,Monitor
45.67,56.13,32.61,1.97,24.37,13.15,1,97.37,27.15,25.82,5.88,rice,1.3,Monitor
52.95,83.26,29.27,25.84,21.36,16.02,0,97.87,66.27,60.25,5.41,cotton,1.1,No irrigation
32.79,21.74,29.07,35.86,33.44,26.71,0,45.01,51.5,73.97,7.39,groundnut,0.85,No irrigation
55.33,26.38,34.12,25.36,21.28,21.8,0,57.87,32.84,64.94,7.74,wheat,0.9,No irrigation
62.92,80.39,23.24,5.78,31.54,3.44,1,50.95,56.12,44.01,6.88,rice,1.3,No irrigation
64.42,87.23,20.07,30.62,20.18,15.93,1,74.35,10.35,72.38,5.71,wheat,0.9,No irrigation
51.27,51.76,28.84,24.05,20.1,26.7,1,81.98,43.45,68.64,5.15,maize,1.0,No irrigation
18.03,44.43,22.91,1.3,28.67,18.89,1,112.04,12.94,42.1,5.53,groundnut,0.85,Irrigate soon
30.64,66.26,34.0,22.89,28.43,29.06,1,113.15,15.59,34.45,6.11,cotton,1.1,Monitor
60.11,73.09,36.87,2.6,27.06,5.42,1,52.92,34.83,28.64,5.63,rice,1.3,No irrigation
21.01,71.08,32.58,39.49,27.25,21.28,1,62.71,60.87,31.88,6.73,wheat,0.9,No irrigation
34.46,29.08,31.25,20.79,29.48,15.79,0,108.37,23.96,33.88,5.58,rice,1.3,Monitor
16.32,63.78,22.36,33.92,31.99,29.97,1,24.55,30.98,67.39,5.64,groundnut,0.85,No irrigation
26.07,39.71,35.8,12.31,27.6,11.07,0,31.38,30.0,40.74,6.71,rice,1.3,Irrigate soon
60.76,33.58,36.68,36.89,27.19,15.29,0,84.57,38.89,55.77,7.68,wheat,0.9,No irrigation
64.28,52.37,36.28,37.11,20.84,16.59,1,75.52,11.12,52.53,6.0,banana,1.25,No irrigation
34.45,87.87,25.61,1.25,34.75,19.54,0,77.1,33.37,53.69,7.59,banana,1.25,Irrigate soon
31.96,80.05,34.2,10.86,21.3,26.56,1,65.19,67.04,29.05,5.91,rice,1.3,Irrigate soon
35.58,22.62,24.04,3.7,27.59,24.37,0,39.02,65.42,62.61,6.57,banana,1.25,Irrigate soon
33.0,73.86,21.97,39.29,27.74,29.8,0,92.46,37.56,61.39,6.57,rice,1.3,No irrigation
32.1,23.08,36.96,34.88,25.0,26.9,0,72.06,49.54,35.31,6.73,chickpea,0.75,No irrigation
50.14,34.69,24.01,11.46,27.98,23.64,0,47.27,19.45,22.44,7.87,wheat,0.9,No irrigation
43.27,34.46,27.01,12.74,22.12,21.72,1,77.41,20.28,35.24,7.68,wheat,0.9,Monitor
39.4,29.11,29.41,27.02,21.59,3.51,1,59.19,52.28,72.93,6.89,groundnut,0.85,No irrigation
53.47,63.14,26.25,32.7,30.69,20.78,0,117.37,55.34,45.27,5.4,banana,1.25,No irrigation
59.13,68.9,21.95,12.42,29.67,23.46,1,43.17,23.43,70.97,6.85,chickpea,0.75,No irrigation
36.56,68.97,33.3,31.55,33.24,14.69,0,26.54,16.77,46.11,7.54,chickpea,0.75,No irrigation
57.24,62.31,22.55,4.12,32.26,24.31,1,75.61,14.26,34.64,6.38,wheat,0.9,No irrigation
37.74,63.46,30.96,38.96,25.76,11.54,1,98.43,36.12,66.18,6.63,maize,1.0,No irrigation
24.52,66.87,34.79,28.48,32.55,5.2,1,52.54,15.86,43.94,5.92,cotton,1.1,No irrigation
18.83,27.61,36.28,30.85,25.68,15.84,0,29.05,59.02,72.67,7.71,groundnut,0.85,No irrigation
59.54,73.0,33.22,18.12,24.37,19.24,1,39.57,50.89,35.58,6.71,groundnut,0.85,No irrigation
31.75,86.03,28.69,39.3,25.16,4.5,0,81.15,40.63,70.1,7.56,rice,1.3,No irrigation
35.31,58.42,21.06,28.13,32.31,12.06,1,106.57,24.11,60.64,6.18,chickpea,0.75,No irrigation
54.15,48.42,28.7,8.45,22.6,5.89,1,104.33,31.62,42.12,5.87,banana,1.25,No irrigation
51.85,29.4,21.43,0.63,30.82,15.63,1,117.5,18.15,23.92,7.42,banana,1.25,No irrigation
40.08,75.22,32.09,17.03,22.7,16.26,1,58.47,23.54,42.61,5.02,cotton,1.1,Monitor
61.57,36.57,30.03,16.43,28.19,12.28,0,76.81,52.29,22.36,6.44,groundnut,0.85,No irrigation
19.4,71.11,30.53,34.37,31.26,9.82,0,72.34,46.6,30.94,6.89,groundnut,0.85,No irrigation
67.82,25.47,32.67,31.92,24.69,3.48,1,73.5,10.65,44.51,7.72,wheat,0.9,No irrigation
55.36,49.47,39.21,31.93,24.34,2.99,1,92.7,43.82,18.99,6.42,maize,1.0,No irrigation
46.51,65.94,25.84,29.5,20.41,15.57,0,70.56,61.09,33.06,5.4,chickpea,0.75,No irrigation
30.14,37.99,34.83,24.15,33.65,22.69,1,56.98,20.52,65.86,5.71,maize,1.0,Monitor
58.97,80.34,26.86,3.38,22.18,28.15,0,103.76,55.17,41.84,6.15,groundnut,0.85,No irrigation
39.21,64.63,24.22,29.37,25.18,19.98,0,25.25,37.84,45.96,6.43,banana,1.25,No irrigation
65.74,36.36,33.67,15.6,23.94,16.85,1,21.19,65.63,44.17,7.04,wheat,0.9,No irrigation
52.56,22.87,38.35,25.5,34.34,14.09,1,53.5,26.03,21.39,6.96,cotton,1.1,No irrigation
40.36,67.27,24.84,26.88,31.56,16.56,0,51.33,10.63,15.55,5.2,cotton,1.1,No irrigation
20.37,27.27,28.92,8.78,24.25,7.41,0,81.94,13.41,53.62,7.68,maize,1.0,Irrigate soon
67.28,64.67,34.16,4.8,32.85,5.64,0,109.6,51.74,31.47,6.4,rice,1.3,No irrigation
50.13,84.59,25.53,17.08,33.55,23.56,1,45.73,56.84,33.02,5.19,cotton,1.1,No irrigation
33.3,24.2,39.11,10.59,26.61,15.77,0,81.03,20.71,46.98,5.43,banana,1.25,Irrigate soon
38.72,62.98,22.12,17.66,23.88,2.98,0,77.13,25.04,43.98,7.69,maize,1.0,Monitor
50.91,20.06,20.76,15.62,22.27,11.24,1,77.46,40.92,76.09,6.47,cotton,1.1,No irrigation
37.22,70.94,36.25,2.8,23.39,12.76,1,32.12,42.12,79.45,6.0,chickpea,0.75,Irrigate soon
37.03,64.26,39.18,3.63,28.02,28.91,0,104.12,55.63,33.85,5.61,wheat,0.9,Irrigate soon
17.16,46.89,23.82,27.84,33.45,19.66,1,68.65,63.11,43.47,5.57,rice,1.3,No irrigation
25.62,70.38,31.86,19.57,20.94,17.14,1,69.97,67.9,67.77,7.9,rice,1.3,Irrigate soon
17.04,23.92,35.76,1.71,21.77,24.6,1,114.01,62.21,49.88,7.22,maize,1.0,Irrigate now
65.86,22.58,22.83,26.15,27.07,27.7,0,44.27,48.93,15.93,6.9,chickpea,0.75,No irrigation
60.14,26.81,32.22,33.41,20.96,24.89,0,69.71,57.95,29.34,7.41,cotton,1.1,No irrigation
33.55,78.51,34.76,16.08,21.81,21.15,0,52.16,67.88,28.86,5.14,maize,1.0,Monitor
33.45,28.45,22.82,16.61,30.44,17.5,1,44.36,44.92,23.67,7.37,groundnut,0.85,Monitor
48.68,74.44,20.31,19.48,20.1,7.02,0,90.67,45.62,33.44,7.08,banana,1.25,Monitor
57.49,68.47,24.12,25.59,27.85,13.54,0,81.05,12.26,26.7,6.5,rice,1.3,No irrigation
49.5,74.78,26.96,0.18,23.53,5.29,0,81.89,61.76,79.14,6.52,cotton,1.1,Monitor
57.37,66.15,25.53,7.75,31.95,21.19,1,69.75,19.59,74.97,5.16,chickpea,0.75,No irrigation
30.68,50.43,26.69,32.21,31.38,3.21,0,112.49,20.55,66.06,6.46,rice,1.3,No irrigation
18.9,36.47,28.9,23.19,26.29,22.92,1,43.01,16.61,29.81,5.71,cotton,1.1,Monitor
62.84,46.29,24.41,18.84,27.27,26.93,0,41.62,46.57,26.57,6.12,cotton,1.1,No irrigation
54.59,64.24,39.51,8.09,21.91,21.38,0,48.06,16.67,45.26,6.25,banana,1.25,No irrigation
33.9,82.05,32.07,31.58,29.57,19.12,0,77.81,43.17,29.93,6.24,wheat,0.9,No irrigation
