nitrogen,phosphorus,potassium,ph,moisture,temperature,soil_health
66.1,20.42,13.11,7.04,78.84,39.19,Poor
108.29,99.11,109.81,5.86,52.09,17.15,Moderate
41.04,44.67,34.26,8.31,79.69,25.02,Moderate
109.29,43.74,25.23,5.85,26.34,23.86,Moderate
40.1,15.67,36.53,8.12,15.97,23.77,Moderate
83.98,38.68,80.05,4.67,55.4,30.21,Healthy
105.34,58.89,68.5,5.9,25.85,28.5,Healthy
13.65,36.18,103.29,4.93,14.4,32.61,Poor
65.69,81.17,140.91,8.33,39.79,22.14,Moderate
95.21,64.68,95.24,5.79,14.46,20.67,Healthy
31.62,16.77,139.31,4.56,52.13,40.58,Poor
60.41,55.07,105.89,5.77,43.44,37.06,Moderate
114.35,81.8,148.16,5.98,62.3,31.28,Moderate
103.32,75.29,113.71,8.04,34.45,32.64,Moderate
49.24,61.48,113.92,7.66,39.41,28.74,Moderate
56.74,21.06,42.78,8.15,31.63,41.32,Moderate
43.81,73.69,88.22,7.29,55.08,34.08,Moderate
136.78,58.53,14.84,5.58,59.58,28.34,Moderate
86.8,61.68,60.48,7.6,60.65,34.29,Healthy
110.14,89.58,91.33,8.37,18.34,32.06,Poor
110.37,50.34,46.79,6.7,35.53,39.55,Healthy
59.95,21.69,88.58,6.08,16.71,30.25,Moderate
85.3,21.45,91.66,6.77,64.15,24.76,Healthy
44.83,95.37,86.38,4.61,67.45,20.31,Moderate
120.05,71.99,145.48,8.36,29.21,35.69,Moderate
54.36,64.77,91.67,4.72,10.36,16.56,Poor
27.91,29.48,136.51,6.57,65.78,37.63,Moderate
112.89,42.18,130.26,7.47,62.02,39.34,Moderate
93.81,55.21,134.07,6.32,66.81,16.45,Moderate
10.18,55.19,15.67,8.41,10.39,34.39,Poor
44.07,96.92,60.32,4.61,11.89,29.94,Poor
148.14,98.08,53.9,6.43,17.03,29.1,Poor
93.96,28.85,93.76,8.1,10.07,21.18,Moderate
39.39,16.77,29.08,7.0,17.19,34.94,Moderate
134.18,93.03,100.73,5.29,15.97,21.26,Moderate
144.67,96.42,60.38,5.8,45.7,22.88,Moderate
147.15,26.02,58.53,6.22,18.75,25.34,Moderate
129.94,18.33,89.68,6.13,21.94,15.33,Moderate
48.27,10.87,59.63,7.74,60.38,40.58,Moderate
69.78,72.24,101.47,5.37,31.25,29.31,Moderate
121.53,48.87,38.02,8.47,18.09,40.81,Poor
123.27,84.69,120.26,5.33,54.28,35.43,Moderate
114.4,30.8,31.26,5.81,43.59,30.49,Healthy
127.17,78.06,103.04,5.55,43.52,24.06,Moderate
42.89,5.97,54.22,5.52,50.03,16.68,Moderate
47.87,9.25,98.01,6.77,33.62,18.98,Moderate
144.11,60.52,103.47,6.63,66.46,39.2,Moderate
63.58,70.55,38.33,7.11,37.94,15.18,Healthy
143.77,87.5,47.17,8.49,32.2,27.39,Poor
129.18,33.94,70.33,7.16,19.13,26.4,Healthy
53.32,69.29,24.72,5.43,59.8,19.22,Moderate
69.08,72.72,115.99,4.88,69.64,34.55,Moderate
57.5,77.56,110.6,6.9,49.09,34.84,Moderate
149.9,59.96,122.26,7.48,69.91,40.77,Moderate
37.03,20.72,90.02,6.3,49.95,36.55,Moderate
140.44,44.65,109.1,5.29,47.42,15.59,Moderate
80.53,56.81,111.64,7.1,35.09,15.15,Healthy
26.17,97.44,138.74,5.8,28.12,26.78,Poor
106.59,38.9,14.76,6.11,28.24,23.77,Healthy
32.81,67.59,81.36,5.58,48.77,28.3,Healthy
121.44,95.82,23.95,8.04,59.34,33.7,Moderate
62.4,37.67,5.82,8.43,52.46,25.86,Moderate
86.13,8.85,30.18,6.99,46.0,36.25,Healthy
102.22,62.14,123.21,4.77,58.36,34.32,Moderate
48.52,23.59,36.01,5.29,46.66,18.66,Moderate
102.3,14.98,8.9,5.78,23.43,41.69,Poor
52.42,26.1,33.53,6.0,52.41,36.11,Moderate
61.04,64.47,74.9,7.89,49.83,22.83,Healthy
108.5,82.91,72.49,8.45,71.54,20.32,Moderate
120.15,62.09,82.55,6.56,69.74,31.49,Healthy
85.28,9.64,70.0,8.13,59.82,16.38,Poor
133.76,83.53,84.27,4.59,49.37,16.47,Moderate
54.85,64.75,137.37,5.93,70.2,39.8,Moderate
12.95,27.75,107.93,7.53,37.47,32.73,Moderate
95.7,75.28,109.21,4.84,21.08,18.58,Moderate
140.55,91.79,120.62,4.97,50.2,20.06,Poor
61.57,30.37,125.19,5.08,55.23,41.57,Poor
106.19,12.53,136.64,7.07,41.94,32.81,Moderate
133.07,50.33,82.04,6.31,15.08,36.25,Moderate
27.7,42.48,61.09,5.62,38.18,31.69,Healthy
53.59,21.39,131.06,8.38,42.1,23.83,Moderate
16.65,8.5,61.97,8.22,61.15,24.43,Poor
145.53,45.73,45.13,6.21,24.81,38.91,Moderate
60.56,67.51,61.41,8.11,54.97,28.18,Healthy
28.5,90.68,84.29,5.64,71.45,16.47,Poor
53.97,56.0,54.27,6.41,28.5,18.51,Moderate
15.16,19.98,143.18,6.8,44.23,25.38,Moderate
109.18,18.42,45.04,7.12,43.53,35.79,Healthy
135.6,83.22,31.71,4.87,21.86,36.16,Moderate
137.94,92.92,48.24,7.86,47.54,37.22,Moderate
86.77,18.86,16.49,8.33,39.81,24.46,Moderate
59.88,41.0,142.02,4.75,18.33,36.32,Poor
86.92,17.21,10.0,5.4,28.26,15.38,Moderate
40.25,75.14,129.04,8.09,37.29,23.62,Moderate
149.98,78.09,82.92,5.52,32.49,28.91,Moderate
85.89,6.3,144.11,6.8,51.24,20.71,Moderate
117.1,75.04,18.8,6.88,56.07,37.56,Moderate
38.85,88.38,71.91,4.89,17.39,20.34,Poor
49.59,52.16,113.57,5.25,79.49,19.36,Moderate
93.91,93.25,125.71,7.09,60.08,18.62,Moderate
11.35,46.24,17.98,5.93,25.66,39.74,Poor
133.21,82.8,108.52,5.12,13.39,32.65,Moderate
99.92,40.1,73.54,6.46,26.79,23.48,Healthy
68.57,62.3,143.59,6.65,61.18,36.79,Healthy
25.89,67.05,74.91,6.79,12.69,39.47,Poor
143.39,5.33,35.85,5.22,64.69,31.15,Moderate
34.83,82.33,56.25,6.34,37.11,29.08,Healthy
77.22,31.09,66.56,8.13,45.2,39.74,Moderate
87.02,78.04,47.57,7.66,28.5,15.53,Moderate
32.5,7.06,142.32,8.5,63.36,17.92,Poor
135.85,75.66,53.18,6.51,56.32,15.65,Moderate
80.22,74.58,32.29,6.28,47.28,34.86,Healthy
145.02,85.59,95.12,6.83,52.22,29.72,Moderate
18.31,71.34,108.87,6.55,70.93,33.16,Moderate
60.77,6.87,13.58,5.91,42.35,19.51,Moderate
36.51,26.87,118.17,7.59,36.81,19.65,Moderate
25.53,13.28,61.74,4.68,33.35,40.96,Poor
81.05,83.15,23.74,5.57,76.26,25.36,Moderate
100.78,97.73,84.86,5.72,47.24,16.48,Moderate
25.73,5.68,133.21,7.19,30.88,20.97,Poor
105.63,92.36,48.38,5.79,69.8,39.12,Moderate
137.97,32.85,22.45,6.26,30.7,38.86,Moderate
15.13,65.22,136.4,8.41,55.51,40.65,Poor
20.59,39.13,6.26,8.42,73.19,15.76,Poor
12.54,39.86,42.49,7.89,21.23,36.35,Moderate
87.62,40.85,26.13,8.49,53.26,26.86,Healthy
61.96,91.04,124.07,7.74,53.13,38.97,Moderate
51.9,71.85,63.64,6.9,79.87,41.58,Moderate
81.77,59.52,135.11,8.44,64.5,16.76,Poor
55.17,90.17,116.41,7.47,56.75,26.21,Moderate
66.45,81.85,47.6,7.24,60.83,37.8,Healthy
54.78,75.48,20.44,5.05,39.21,16.49,Moderate
142.68,90.68,12.1,7.85,45.62,33.95,Poor
134.17,59.81,21.87,4.51,44.78,40.63,Moderate
90.17,40.43,9.48,8.16,32.9,34.03,Moderate
107.19,29.12,14.25,6.04,32.2,33.91,Moderate
124.77,26.13,81.59,4.66,25.0,35.57,Moderate
121.08,78.76,25.65,6.7,39.59,41.77,Moderate
101.57,93.84,26.08,6.3,64.01,24.93,Healthy
98.55,53.61,148.83,5.2,75.47,25.84,Poor
75.52,55.22,43.48,8.35,73.8,41.27,Moderate
149.57,68.63,70.49,7.9,11.67,37.53,Moderate
79.62,68.96,59.24,5.97,12.22,26.44,Healthy
67.17,26.36,40.86,6.84,32.24,37.42,Healthy
25.59,59.88,28.21,6.61,48.68,32.34,Moderate
69.84,53.4,31.24,6.35,36.11,32.99,Healthy
70.88,79.04,66.77,5.44,29.16,16.22,Moderate
85.59,83.93,116.52,6.25,23.73,38.31,Moderate
17.95,42.93,129.21,6.07,18.25,22.18,Poor
94.0,19.44,99.97,6.25,33.41,21.5,Healthy
125.27,42.68,112.08,6.26,16.43,26.89,Moderate
81.08,48.5,123.36,8.14,65.07,30.74,Moderate
85.8,66.24,46.74,7.75,69.98,22.21,Healthy
136.39,85.63,66.55,8.14,18.43,15.76,Poor
58.7,58.72,55.96,8.27,27.83,22.59,Moderate
98.88,5.37,110.5,6.01,78.44,33.67,Moderate
17.31,13.8,17.78,8.31,57.88,26.55,Poor
38.07,88.0,34.23,7.33,63.43,22.96,Healthy
80.69,26.18,59.94,8.36,58.52,37.86,Healthy
85.68,27.71,108.37,6.5,22.38,26.14,Healthy
98.88,74.86,40.27,8.0,36.57,22.32,Healthy
37.32,81.4,56.35,6.43,25.6,33.52,Moderate
119.34,37.25,142.04,4.62,19.31,30.9,Poor
108.2,28.81,85.34,5.77,48.79,32.8,Healthy
146.19,48.29,98.99,6.81,32.23,21.83,Healthy
148.3,24.65,119.59,5.09,66.3,20.01,Moderate
145.4,70.17,18.07,7.27,52.25,24.11,Moderate
46.5,73.28,112.5,5.81,71.34,22.26,Moderate
19.78,61.99,20.53,5.61,45.5,22.73,Moderate
40.1,71.8,84.31,7.86,50.69,28.05,Moderate
46.58,80.25,33.55,5.47,68.91,35.01,Moderate
95.8,8.7,23.45,6.5,62.24,27.53,Healthy
12.42,22.51,90.37,7.28,12.34,16.17,Poor
46.58,12.93,83.58,4.99,55.38,35.99,Moderate
145.87,95.1,44.64,4.62,33.06,34.13,Poor
18.37,39.17,48.22,5.38,59.43,32.8,Moderate
84.97,91.52,19.96,5.1,36.84,32.71,Poor
91.77,12.03,143.97,5.72,35.13,31.84,Moderate
142.32,67.96,143.44,5.25,53.32,37.38,Moderate
81.26,39.41,147.79,5.06,38.77,38.58,Poor
136.07,98.14,133.3,4.7,75.08,26.56,Poor
101.23,42.46,122.98,6.8,69.19,20.23,Healthy
35.9,46.84,5.69,7.27,30.72,30.05,Moderate
19.8,21.21,95.31,5.72,25.03,21.18,Moderate
40.07,64.17,29.32,5.95,58.15,28.87,Moderate
93.62,28.84,140.24,6.16,30.09,39.42,Moderate
101.74,63.32,133.58,4.73,68.64,33.3,Moderate
60.4,29.35,20.2,8.26,19.93,22.0,Moderate
106.76,72.46,28.31,7.76,45.72,37.91,Moderate
22.22,9.07,97.36,5.1,46.75,15.38,Poor
119.19,90.46,126.64,8.33,73.22,26.99,Poor
65.77,90.14,139.41,8.39,63.78,20.45,Poor
142.29,94.98,101.59,7.93,49.28,40.49,Poor
23.15,87.08,13.05,5.86,19.47,27.94,Poor
42.51,95.45,86.1,8.09,29.46,15.7,Poor
118.59,71.73,84.1,7.76,68.81,30.87,Moderate
145.23,73.37,103.15,5.95,10.16,21.51,Moderate
116.95,72.44,53.0,7.0,23.67,22.12,Healthy
142.64,44.25,40.52,6.45,37.09,34.7,Healthy
144.7,61.22,90.72,5.96,49.52,23.62,Healthy
10.15,87.28,67.27,6.47,15.85,37.6,Poor
33.85,44.01,126.84,6.33,75.18,20.65,Poor
110.13,97.91,84.69,7.27,37.53,35.29,Healthy
137.24,71.79,140.71,6.85,50.4,23.22,Moderate
109.35,88.79,98.72,5.43,48.09,35.41,Moderate
141.51,19.88,23.49,6.15,18.79,41.47,Poor
69.4,55.69,37.93,6.3,78.93,28.19,Healthy
11.24,28.04,146.88,8.46,24.73,31.61,Poor
20.77,59.86,23.26,7.77,75.77,19.67,Moderate
74.78,14.69,54.18,4.76,28.52,41.74,Poor
16.24,86.6,16.23,6.62,41.65,40.15,Poor
37.87,22.07,113.56,7.4,58.94,15.71,Moderate
46.39,84.79,92.12,6.91,30.71,22.02,Moderate
142.52,74.14,23.4,8.25,50.77,24.0,Moderate
65.6,73.91,59.56,6.81,59.73,20.28,Healthy
142.19,38.84,65.81,7.29,52.61,26.88,Healthy
100.96,90.77,121.04,7.8,28.09,26.32,Moderate
87.53,9.2,116.62,5.79,29.78,22.0,Moderate
49.67,37.11,92.7,6.83,27.9,20.57,Healthy
125.69,13.81,79.36,6.58,50.19,38.91,Moderate
97.35,97.5,131.35,5.36,26.88,24.31,Moderate
64.81,57.53,38.71,5.39,36.7,33.14,Healthy
106.34,97.73,34.35,6.07,77.53,33.63,Moderate
92.92,56.27,15.95,8.07,53.79,30.44,Moderate
85.53,42.23,41.93,7.52,45.67,15.92,Healthy
65.87,93.22,59.21,6.15,53.68,36.65,Healthy
103.58,85.76,21.53,8.2,73.27,29.02,Moderate
97.46,25.22,69.95,5.31,11.54,41.48,Moderate
46.28,61.35,48.54,5.98,37.84,24.05,Healthy
99.24,96.29,67.15,8.39,56.75,31.39,Moderate
43.19,10.98,128.53,6.8,39.01,36.92,Moderate
53.48,79.44,52.55,8.18,28.76,18.71,Moderate
107.73,20.47,142.66,7.12,26.16,20.64,Moderate
139.34,62.75,134.59,4.94,74.78,29.04,Poor
103.58,40.42,13.58,8.33,79.62,24.84,Poor
142.14,20.93,27.43,4.79,37.39,16.41,Poor
65.25,18.15,110.93,7.83,58.15,20.41,Moderate
117.36,28.7,115.13,6.77,35.67,17.25,Healthy
125.85,94.27,101.56,8.36,75.39,20.25,Poor
112.37,38.18,75.69,5.13,78.23,34.61,Moderate
47.37,40.29,66.26,7.49,74.8,23.68,Healthy
76.15,61.35,62.03,6.52,17.4,19.53,Healthy
66.15,91.92,55.66,5.5,62.0,40.63,Moderate
74.28,5.82,104.78,6.16,57.16,22.5,Healthy
10.34,37.73,107.19,6.07,25.34,27.53,Moderate
115.33,16.35,105.3,7.17,35.95,41.2,Moderate
135.26,35.04,9.51,5.73,24.33,29.78,Moderate
138.62,87.68,49.35,6.21,12.56,29.69,Poor
18.87,94.17,130.71,5.36,58.96,30.34,Poor
122.19,50.19,32.81,7.06,15.62,30.78,Healthy
39.78,70.07,125.07,4.94,38.02,34.81,Moderate
32.92,58.82,102.42,5.92,68.24,28.79,Moderate
97.78,18.38,8.36,4.7,73.27,38.83,Poor
123.06,23.96,81.19,7.68,57.23,18.12,Moderate
135.38,20.26,29.91,8.1,43.92,25.07,Moderate
87.51,98.23,22.35,7.53,33.4,18.16,Moderate
69.07,57.13,34.86,6.12,54.5,30.56,Healthy
111.24,84.46,64.33,6.19,44.77,30.29,Healthy
25.17,34.7,29.92,6.04,78.13,30.73,Moderate
70.11,58.76,102.02,6.24,41.34,33.94,Healthy
18.52,56.31,84.36,7.53,78.79,36.49,Moderate
80.53,21.1,90.3,7.84,75.27,37.28,Moderate
36.46,72.69,132.62,7.22,58.0,28.5,Moderate
99.18,32.97,17.88,7.81,76.02,38.13,Poor
56.75,13.89,45.62,7.87,55.91,41.1,Moderate
57.98,57.39,119.56,5.44,77.49,30.99,Moderate
11.11,7.39,132.92,7.08,63.42,36.17,Poor
68.86,80.87,140.94,5.19,63.49,23.31,Moderate
55.01,44.21,130.24,4.59,40.37,33.36,Moderate
25.46,80.26,141.58,4.86,20.71,41.3,Poor
37.7,12.5,143.07,8.07,55.9,29.89,Poor
138.69,67.27,100.47,7.87,55.73,28.6,Moderate
64.56,52.8,80.76,5.94,41.37,36.65,Healthy
68.31,7.43,46.04,5.43,65.55,27.13,Moderate
49.24,82.02,7.79,5.2,67.89,29.87,Moderate
118.31,84.63,141.58,4.75,65.95,34.14,Moderate
38.98,93.51,63.61,8.05,52.36,29.22,Moderate
32.33,91.86,85.72,4.52,11.28,36.0,Poor
32.67,61.88,103.76,5.62,49.85,21.49,Moderate
142.48,86.72,46.77,6.62,45.04,40.92,Poor
65.16,58.41,139.66,5.15,48.53,17.85,Moderate
96.45,39.74,145.31,6.16,19.53,37.52,Moderate
124.92,71.01,113.58,5.56,54.94,16.03,Moderate
37.56,93.57,112.19,5.42,17.8,40.62,Poor
25.71,29.42,31.48,4.53,31.99,41.3,Poor
57.87,52.91,113.16,6.7,62.05,32.86,Moderate
95.2,66.72,120.88,7.34,65.42,18.93,Moderate
104.87,75.02,48.5,8.0,31.33,21.58,Moderate
131.39,28.47,65.25,5.97,72.86,27.29,Moderate
107.2,80.43,96.05,8.27,66.18,25.81,Moderate
143.11,54.83,8.27,5.54,53.52,19.23,Moderate
91.77,39.35,82.49,4.51,69.39,24.77,Healthy
29.62,46.6,75.5,7.05,46.72,16.18,Moderate
132.01,48.37,16.16,7.59,56.21,32.53,Moderate
69.77,44.0,82.77,4.7,30.93,41.67,Moderate
102.71,44.8,37.24,7.48,28.22,19.38,Healthy
31.63,74.28,98.21,4.78,18.05,32.11,Poor
89.96,70.17,30.82,7.41,75.53,31.23,Healthy
37.46,69.56,54.75,4.7,31.16,39.45,Moderate
67.56,87.14,78.76,6.57,10.37,32.2,Moderate
25.09,50.48,42.75,6.07,47.6,15.39,Moderate
49.84,99.01,13.32,5.78,32.5,25.24,Moderate
105.87,28.54,71.74,7.08,32.56,40.62,Healthy
147.15,16.37,54.85,5.33,23.08,28.26,Moderate
88.94,45.44,44.52,5.61,79.45,39.94,Moderate
20.63,67.37,71.25,7.26,51.79,39.01,Moderate
19.38,38.21,147.9,5.23,18.91,34.68,Poor
118.84,68.87,117.55,7.27,19.5,31.42,Healthy
118.76,87.22,40.7,5.01,64.68,21.93,Moderate
14.47,83.4,78.37,5.81,10.8,15.95,Poor
120.97,51.52,26.71,5.93,21.57,18.05,Moderate
48.68,57.2,35.45,5.87,43.46,26.34,Healthy
28.01,8.69,10.14,5.9,60.32,18.54,Poor
120.18,72.99,5.57,4.61,23.65,16.52,Poor
84.39,8.76,121.38,6.47,60.96,35.27,Moderate
80.95,92.91,148.58,5.94,18.81,24.81,Poor
41.27,55.45,59.87,6.42,63.42,22.4,Healthy
85.25,36.84,118.82,7.06,10.6,32.82,Moderate
33.82,73.83,87.26,6.11,58.58,38.13,Moderate
119.02,56.81,109.79,6.16,65.23,37.38,Moderate
29.22,27.61,44.15,5.16,37.48,20.21,Moderate
93.38,14.65,44.14,7.16,37.9,26.38,Healthy
121.71,98.53,86.93,4.82,17.2,41.15,Poor
105.09,76.48,102.99,5.22,41.39,36.55,Moderate
131.29,27.55,91.41,5.13,77.08,21.81,Moderate
111.73,26.96,94.33,7.14,32.99,37.11,Healthy
133.95,86.23,52.97,7.48,49.16,31.0,Healthy
76.84,62.02,24.67,6.14,22.44,22.56,Healthy
27.89,25.19,118.38,6.7,11.66,36.29,Moderate
137.33,88.64,124.34,8.47,51.05,40.99,Poor
142.84,34.76,130.2,7.67,64.31,39.2,Poor
63.79,43.01,97.81,7.45,71.58,38.65,Healthy
110.99,95.9,30.9,8.3,14.49,30.0,Poor
22.63,58.96,61.57,4.83,55.37,34.74,Moderate
34.39,70.97,30.96,5.05,20.32,31.18,Moderate
119.03,61.7,122.36,6.87,65.81,41.37,Moderate
64.73,19.24,24.63,6.89,48.3,19.97,Moderate
133.49,95.89,41.72,5.33,24.97,25.46,Moderate
129.45,61.62,14.8,6.39,16.32,25.97,Moderate
66.49,66.59,84.67,8.0,11.14,35.9,Moderate
13.17,33.91,132.55,7.26,22.04,28.25,Moderate
111.07,94.05,96.98,4.6,44.98,19.13,Moderate
16.69,61.86,117.65,4.64,64.85,34.07,Moderate
115.28,28.25,62.07,4.98,26.72,23.18,Healthy
54.72,21.63,32.36,8.11,64.87,24.3,Moderate
142.67,27.7,63.99,7.75,41.0,21.33,Healthy
61.59,52.57,94.99,6.12,40.19,22.13,Healthy
84.95,25.85,130.79,7.49,38.72,35.18,Healthy
10.98,37.73,68.84,6.38,62.41,41.0,Moderate
63.2,38.31,93.52,5.63,19.89,40.96,Moderate
123.33,96.06,36.59,4.57,40.61,40.21,Poor
29.37,16.13,15.0,7.56,65.01,33.78,Moderate
17.46,73.71,70.05,5.13,30.66,28.53,Moderate
56.15,97.13,73.84,5.99,57.12,32.56,Moderate
10.34,63.76,40.35,6.0,59.44,30.05,Healthy
61.61,20.9,78.29,5.78,73.9,29.43,Moderate
131.23,42.07,124.98,4.73,30.87,17.11,Moderate
14.43,92.29,108.95,7.0,47.27,30.38,Moderate
99.42,83.53,91.55,7.49,29.67,41.37,Moderate
14.47,41.72,132.9,5.22,19.89,24.87,Poor
69.95,93.67,126.24,6.36,78.11,32.34,Poor
132.31,28.38,75.9,4.62,10.62,34.05,Moderate
26.56,57.04,105.92,4.63,41.41,33.47,Moderate
134.56,33.43,146.26,7.88,55.54,25.58,Moderate
109.56,82.54,48.98,8.47,73.6,28.11,Moderate
111.2,54.78,115.33,7.81,11.63,17.14,Moderate
57.11,92.17,62.75,8.05,42.37,22.8,Moderate
136.09,58.26,57.27,4.68,17.77,18.76,Poor
61.08,62.7,49.6,4.76,28.54,26.03,Healthy
148.92,42.33,17.93,6.82,74.37,36.24,Moderate
127.07,93.18,97.3,8.48,12.33,37.54,Poor
129.98,92.09,74.33,7.65,23.66,31.28,Moderate
60.21,61.64,102.96,5.89,25.14,23.69,Moderate
102.95,69.3,112.49,5.01,67.3,33.58,Moderate
14.27,36.88,72.67,5.94,18.22,20.6,Moderate
13.44,13.84,43.61,7.78,46.86,26.46,Moderate
102.7,56.44,24.07,5.39,25.58,31.2,Moderate
74.63,41.82,85.71,8.38,31.99,29.05,Healthy
77.25,73.08,110.89,7.42,24.11,27.13,Moderate
123.56,41.25,147.72,5.96,44.84,27.81,Moderate
70.71,85.33,27.51,6.77,53.3,37.98,Moderate
95.29,96.2,131.46,5.89,70.19,40.88,Poor
46.01,62.97,45.86,7.1,16.55,34.82,Moderate
68.77,60.79,8.75,7.28,44.72,31.88,Healthy
54.19,18.85,68.14,8.28,25.95,33.25,Moderate
16.98,73.22,39.57,6.31,35.74,18.05,Moderate
58.38,38.26,80.71,8.39,42.9,39.69,Moderate
74.62,15.22,38.37,6.13,32.78,38.38,Moderate
105.01,59.94,76.23,6.09,52.85,18.36,Healthy
32.75,33.8,29.82,7.21,11.73,19.32,Moderate
136.37,99.77,75.7,6.48,64.14,15.98,Poor
69.78,14.48,63.13,8.44,62.75,41.6,Poor
114.45,62.77,114.36,7.14,42.48,22.9,Healthy
82.82,29.56,75.57,5.08,49.58,21.62,Healthy
51.11,52.41,28.57,8.35,41.29,24.51,Moderate
14.09,85.11,95.75,6.17,27.19,35.12,Moderate
142.37,41.18,24.56,4.94,10.45,35.09,Poor
147.4,99.32,118.71,5.15,78.44,23.85,Poor
56.71,70.3,12.11,7.8,79.81,35.93,Moderate
119.43,42.08,14.56,7.67,51.8,39.55,Moderate
26.23,33.99,57.3,7.23,65.14,40.95,Moderate
51.36,51.9,9.2,5.51,36.18,31.03,Moderate
75.92,39.63,95.49,7.81,26.92,24.26,Healthy
108.69,78.9,124.68,5.34,47.75,39.3,Moderate
64.87,45.84,147.8,4.95,59.39,37.95,Moderate
31.11,72.87,73.11,7.91,73.52,38.56,Moderate
19.01,76.9,138.62,6.99,52.06,16.22,Poor
129.84,9.41,50.46,8.2,76.48,41.78,Poor
76.7,21.86,75.75,4.91,71.08,30.13,Moderate
66.63,12.56,63.76,7.96,59.24,17.23,Moderate
32.39,42.27,19.7,8.24,55.66,17.56,Poor
120.33,40.0,40.51,6.78,10.94,27.57,Healthy
128.13,93.17,54.67,7.07,25.88,30.13,Moderate
45.56,59.28,29.9,8.26,72.08,24.1,Moderate
118.73,14.07,112.35,5.63,19.49,33.31,Moderate
75.77,55.36,80.48,4.74,13.6,31.23,Moderate
97.34,9.48,59.87,6.95,55.97,37.36,Healthy
68.9,57.08,88.89,5.75,13.77,15.11,Moderate
127.06,24.02,96.39,6.81,37.97,37.5,Moderate
107.78,7.16,117.62,6.53,34.29,34.63,Moderate
106.05,34.51,147.54,7.09,52.4,16.89,Moderate
49.1,47.46,96.44,6.55,63.41,22.09,Healthy
108.3,82.58,115.93,7.58,72.2,17.27,Moderate
107.61,97.02,88.18,5.37,79.91,19.72,Moderate
56.98,21.35,72.35,6.18,44.39,40.06,Moderate
76.97,53.89,133.57,7.77,26.78,15.35,Moderate
98.13,85.26,85.16,5.34,61.89,33.08,Moderate
89.1,87.02,118.72,7.17,56.53,32.88,Moderate
83.52,49.07,107.89,6.94,44.3,18.42,Healthy
108.27,66.37,54.63,5.93,27.27,40.97,Moderate
130.43,58.3,63.24,7.45,46.94,41.35,Healthy
17.72,8.26,87.45,5.31,52.3,36.1,Moderate
29.34,46.86,104.86,7.84,44.74,20.57,Moderate
92.01,48.18,116.93,6.72,29.56,35.37,Moderate
82.48,21.87,86.65,8.29,59.39,23.07,Healthy
109.52,31.85,83.69,6.61,27.32,24.39,Healthy
141.91,28.81,121.15,7.17,47.28,18.71,Moderate
38.64,22.0,90.09,8.39,71.41,15.68,Moderate
48.32,19.94,146.47,5.44,24.09,31.76,Moderate
87.87,26.46,102.2,4.89,11.36,17.23,Moderate
61.08,97.63,84.35,7.52,32.5,34.42,Moderate
145.27,38.99,149.86,7.05,62.4,21.81,Moderate
100.03,53.55,143.68,8.12,37.77,40.57,Poor
133.87,61.09,16.91,5.14,15.38,17.92,Poor
146.77,25.16,105.17,7.05,54.18,20.58,Healthy
91.11,64.43,87.71,5.24,60.61,16.98,Healthy
92.77,46.44,41.29,7.73,22.31,40.19,Moderate
133.84,39.26,49.25,5.05,74.14,31.94,Moderate
14.45,53.54,17.44,6.8,45.63,17.24,Moderate
124.22,29.92,83.52,7.06,77.36,28.33,Healthy
138.42,38.71,129.33,5.44,59.52,17.39,Moderate
148.05,95.62,69.12,6.6,51.84,22.43,Moderate
104.43,71.36,81.14,5.09,74.34,18.11,Moderate
98.08,14.79,26.18,4.58,35.44,32.27,Moderate
83.02,69.08,102.88,5.06,14.01,31.88,Moderate
101.45,57.89,40.64,7.74,15.3,32.07,Moderate
26.86,67.17,65.57,7.37,13.65,29.99,Moderate
30.28,69.83,22.39,4.79,59.92,16.72,Poor
41.43,83.35,122.4,7.92,32.83,29.26,Moderate
118.27,18.01,110.04,4.89,73.93,32.21,Moderate
79.06,51.05,31.3,5.88,60.9,29.61,Healthy
84.1,23.55,105.1,6.07,22.79,40.48,Moderate
80.95,55.16,147.3,5.97,76.01,33.76,Moderate
98.63,27.27,12.5,6.25,10.71,16.92,Poor
93.35,73.82,29.35,7.43,76.48,35.07,Moderate
119.86,71.57,37.59,5.94,76.45,32.85,Moderate
120.46,97.03,38.56,5.79,55.14,15.66,Moderate
89.97,81.83,93.51,5.68,60.69,18.94,Moderate
135.27,14.59,130.21,6.49,40.01,28.52,Poor
38.03,48.48,128.21,7.7,21.41,33.18,Moderate
129.96,82.88,66.72,4.69,75.18,25.69,Moderate
60.54,77.15,43.28,7.84,15.32,35.0,Moderate
145.21,99.6,138.95,7.98,29.52,41.1,Poor
139.91,55.77,63.3,4.94,51.34,33.91,Moderate
66.56,43.57,88.13,4.61,77.05,22.83,Moderate
29.72,5.52,129.25,7.95,16.67,19.11,Poor
72.71,22.64,111.69,4.73,48.48,25.34,Moderate
75.09,45.35,27.21,5.38,14.54,18.11,Moderate
146.91,31.58,49.52,5.01,62.86,39.95,Poor
120.57,63.2,122.92,6.12,70.16,36.56,Moderate
10.24,51.34,43.37,4.84,69.23,15.21,Poor
112.22,98.88,74.89,5.98,52.41,36.73,Moderate
43.64,28.82,93.04,8.26,30.89,25.17,Moderate
149.07,21.74,16.16,6.86,11.7,19.87,Poor
97.11,67.65,79.01,6.03,50.33,32.37,Healthy
