year,state,crop,season,area,production,annual_rainfall,fertilizer,pesticide,yield
2004,Manipur,Maize,Kharif,3220.0,8900.0,1613.3,348854.8,676.2,2.5225
2002,Uttar Pradesh,Tobacco,Whole Year,23107.0,139898.0,664.0,2187539.69,5776.75,5.677586
2004,Sikkim,other oilseeds,Kharif,60.0,30.0,1650.5,6500.4,12.6,0.5
2023,Himachal Pradesh,Ragi,Kharif,2210.03,1849.39,1209.0,339504.13,617.09,0.836816
2010,West Bengal,Jowar,Autumn,25.0,10.0,1096.0,4152.75,6.0,0.4
2007,Meghalaya,Linseed,Rabi,82.0,39.0,4702.0,10938.8,13.12,0.48
2021,Kerala,Rubber,Whole Year,22698.15,38653.69,2612.3,6151.66,286.75,1.702944
2006,Chhattisgarh,Rapeseed &Mustard,Rabi,54471.0,21764.0,1317.2,6956491.41,11983.62,0.341667
2000,Tamil Nadu,Jowar,Kharif,491681.0,496607.0,971.1,48268323.77,127837.06,1.012727
2023,Uttar Pradesh,Lentil,Rabi,35418.47,37872.67,1026.2,4619.2,177.79,1.069292
2003,Odisha,Horse-gram,Kharif,87826.0,24752.0,1648.2,8693017.48,21078.24,0.293103
2003,Uttarakhand,Gram,Rabi,766.0,601.0,1734.3,75818.68,183.84,0.738889
2007,Assam,Peas & beans (Pulses),Rabi,22514.0,13800.0,2154.1,3003367.6,3602.24,0.624815
2000,Madhya Pradesh,Castor seed,Kharif,3296.0,818.0,723.3,323568.32,856.96,0.365455
2026,Karnataka,Arecanut,Whole Year,230801.63,3509517.22,1088.3,40350202.24,69195.25,15.205773
2018,Maharashtra,Turmeric,Kharif,39383.52,241353.81,642.7,5142.81,84.33,6.128294
2022,Himachal Pradesh,Moong(Green Gram),Kharif,262.29,171.15,1152.7,37539.04,68.26,0.652513
2006,Meghalaya,Tapioca,Kharif,3993.0,20870.0,2454.7,509946.03,878.46,6.318571
2011,Haryana,Gram,Rabi,78882.0,73000.0,471.5,13214312.64,26031.06,0.537778
2001,Madhya Pradesh,Ragi,Kharif,508.0,135.0,955.0,51882.04,132.08,0.257778
2022,Andhra Pradesh,Tobacco,Whole Year,110059.48,1228140.49,877.2,15389443.37,32510.01,11.15888
2012,Assam,Onion,Whole Year,7099.0,25893.0,2167.5,1070529.2,2200.69,3.265185
2014,Kerala,Small millets,Whole Year,27.0,21.0,3046.4,4075.92,8.91,0.78
2001,Tamil Nadu,Moong(Green Gram),Kharif,128995.0,53470.0,481.3,13174259.35,33538.7,0.415926
2023,Jammu and Kashmir,other oilseeds,Kharif,144.13,97.03,1140.3,22265.66,47.58,0.673217
2013,Tripura,Masoor,Rabi,1857.0,1275.0,2043.5,268317.93,501.39,0.68
2009,Haryana,Jowar,Kharif,77671.0,390.0,393.0,12102695.22,13204.07,0.003571
2004,Uttarakhand,Masoor,Rabi,11803.0,7001.0,1219.6,1278737.02,2478.63,0.604615
2003,Uttarakhand,Horse-gram,Kharif,8171.0,6066.0,1734.3,808765.58,1961.04,0.749091
2018,Delhi,Rice,Kharif,5848.0,16826.0,678.5,948545.6,2046.8,2.88
2003,Sikkim,Wheat,Rabi,6805.0,8686.0,2838.1,673558.9,1633.2,1.21
2018,Goa,Sweet potato,Whole Year,55.0,116.0,4406.0,8921.0,19.25,2.285
2015,Odisha,Ragi,Autumn,14230.0,8780.0,1210.1,2247059.3,4695.9,0.597857
2007,Andhra Pradesh,Banana,Whole Year,57012.5,1452935.1,980.8,11974.07,107.9,25.484502
2025,Mizoram,Moong(Green Gram),Kharif,36.09,125.88,2557.1,4451.54,10.22,3.487773
2000,Karnataka,Garlic,Whole Year,5949.0,4156.0,1213.3,584013.33,1546.74,1.491333
2006,Andhra Pradesh,Ragi,Kharif,50702.0,50883.0,845.2,6475152.42,11154.44,1.205
2017,Andhra Pradesh,Ragi,Kharif,26640.0,30128.0,868.2,4194201.6,10123.2,1.28
2007,Puducherry,Moong(Green Gram),Summer,2183.0,272.0,1434.6,291212.2,349.28,0.406667
2026,Jharkhand,Wheat,Rabi,83691.92,183520.46,1196.2,14161991.61,26893.22,2.19281
2015,Bihar,Gram,Rabi,59367.0,58545.0,874.0,9374642.97,19591.11,1.020667
2026,Karnataka,Garlic,Whole Year,5034.91,18423.36,1170.3,839187.83,1396.44,3.659123
2016,Assam,Sugarcane,Whole Year,31383.0,1207167.0,2296.8,4809444.75,10984.05,37.733704
2007,Uttar Pradesh,Masoor,Rabi,507235.0,367669.0,672.9,67665149.0,81157.6,0.75087
2011,Delhi,Gram,Rabi,13.0,72.0,641.4,2177.76,4.29,5.54
2026,Odisha,Sunflower,Rabi,4491.83,6065.2,1264.8,628430.57,1309.41,1.350275
2018,Haryana,Sugarcane,Whole Year,108900.0,8519900.0,533.2,17663580.0,38115.0,77.968
2018,Odisha,Horse-gram,Summer,38.0,14.0,1635.9,6163.6,13.3,0.35
2017,Nagaland,Sesamum,Kharif,3660.0,2230.0,1722.1,576230.4,1390.8,0.607273
2017,Madhya Pradesh,Turmeric,Whole Year,11697.5,206472.0,800.0,1841654.4,4445.05,19.065
2022,Himachal Pradesh,Other  Rabi pulses,Rabi,4795.09,21868.56,1111.6,870256.37,1745.98,4.560617
2000,Uttarakhand,Other Cereals,Kharif,5596.0,1587.0,1413.4,549359.32,1454.96,0.285
2019,Gujarat,Bajra,Kharif,177351.0,308240.0,1067.8,30461807.76,65619.87,1.7028
2008,Meghalaya,Other  Rabi pulses,Rabi,2215.0,2276.0,3114.3,316833.6,199.35,1.028571
2009,Karnataka,Linseed,Rabi,12456.0,3657.0,1321.0,1940893.92,2117.52,0.333333
2016,West Bengal,Gram,Rabi,28122.0,28498.0,1795.8,4309696.5,9842.7,1.035
2007,Jammu and Kashmir,other oilseeds,Kharif,232.0,100.0,1042.2,30948.8,37.12,0.43
2004,Telangana,Soyabean,Kharif,2087019.83,2477490.56,732.6,246917.73,20618.47,1.187095
2011,Jammu and Kashmir,Rapeseed &Mustard,Rabi,59421.0,50537.0,887.6,9954205.92,19608.93,0.8
2014,Maharashtra,Moong(Green Gram),Kharif,315200.0,83700.0,1001.6,47582592.0,104016.0,0.273939
2025,Tamil Nadu,Maize,Kharif,197815.32,2129390.14,1056.5,29914374.59,52447.74,10.764536
2008,Andhra Pradesh,Rice,Kharif,2803076.0,8379635.0,944.6,400951991.0,252276.84,2.913636
2025,Kerala,Potato,Whole Year,641.95,7945.59,2978.2,112060.78,217.81,12.377366
2015,Kerala,Cotton(lint),Kharif,109.0,196.0,2602.9,17212.19,35.97,1.8
2018,Himachal Pradesh,Small millets,Kharif,5012.0,4060.0,1052.2,812946.4,1754.2,0.7925
2006,Karnataka,Groundnut,Kharif,617992.0,211868.0,1146.3,78923758.32,135958.24,0.4028
2000,Rajasthan,Barley,Rabi,49170.57,106074.8,589.3,3277.65,220.15,2.157282
2026,Meghalaya,Linseed,Rabi,87.46,56.48,4218.5,14678.12,26.48,0.645823
2006,Haryana,Sugarcane,Whole Year,140563.0,9651000.0,329.3,17951300.73,30923.86,56.0355
2006,Nagaland,Jowar,Kharif,1000.0,750.0,1362.5,127710.0,220.0,0.7325
2006,West Bengal,Cotton(lint),Kharif,5650.0,14678.0,1631.4,721561.5,1243.0,3.898571
2021,Himachal Pradesh,Ragi,Kharif,2039.17,2098.57,1244.0,328970.94,584.15,1.02913
2023,Jharkhand,Wheat,Rabi,86765.25,171979.19,1162.9,13760994.73,25963.08,1.982121
2026,Uttarakhand,Horse-gram,Kharif,9995.9,9802.08,1278.6,1639080.47,3014.95,0.98061
2013,Madhya Pradesh,Linseed,Rabi,88825.0,46811.0,1451.4,12834324.25,23982.75,0.671667
2016,Puducherry,Cotton(lint),Kharif,296.0,539.0,1391.3,45362.0,103.6,1.785
2011,Bihar,Potato,Rabi,91571.31,2132068.74,2047.0,11925.38,467.05,23.283151
2002,Madhya Pradesh,Barley,Rabi,80761.0,101517.0,800.8,7645643.87,20190.25,1.405128
2007,Chhattisgarh,Coriander,Whole Year,3184.0,891.0,1246.2,424745.6,509.44,0.305
2007,Assam,Masoor,Rabi,22469.0,10592.0,2154.1,2997364.6,3595.04,0.482917
2016,Andhra Pradesh,Mango,Whole Year,105507.14,815775.26,821.7,24587.81,903.5,7.731944
2016,Andhra Pradesh,Urad,Kharif,59661.0,48844.0,890.0,9143048.25,20881.35,0.792308
2023,Haryana,Guar seed,Kharif,262574.52,248898.63,447.5,41653232.05,95882.47,0.947916
2023,Telangana,Garlic,Rabi,163.52,683.7,926.4,26928.78,61.19,4.181104
2023,Nagaland,Castor seed,Kharif,404.95,263.46,1333.8,63353.91,116.49,0.650584
2018,Kerala,Wheat,Whole Year,1.4,2.0,2989.7,227.08,0.49,1.45
2021,Gujarat,Guar seed,Whole Year,202799.95,185027.69,942.0,29856421.72,56824.85,0.912366
2021,Andhra Pradesh,Other Kharif pulses,Kharif,6342.62,4710.62,949.6,874324.71,1769.55,0.742694
2003,Bihar,Dry chillies,Whole Year,3233.0,2198.0,1353.9,320002.34,775.92,0.732647
2024,West Bengal,Sunflower,Kharif,7064.47,9962.65,1579.0,1232163.53,1964.25,1.410247
2026,Arunachal Pradesh,Urad,Kharif,1314.97,1970.25,2773.2,251847.59,506.84,1.498328
2017,West Bengal,Barley,Rabi,428.0,607.0,1830.0,67384.32,162.64,1.38
2022,Himachal Pradesh,Coriander,Rabi,156.35,29.39,1201.8,24057.71,43.44,0.187994
2009,Meghalaya,Rapeseed &Mustard,Rabi,7160.0,4872.0,2995.9,1115671.2,1217.2,0.595714
2021,Himachal Pradesh,Bajra,Kharif,351.77,231.97,1026.3,54387.67,105.66,0.659434
2000,Tripura,Wheat,Rabi,1065.0,2230.0,2437.5,104551.05,276.9,2.095
2015,Jammu and Kashmir,Urad,Kharif,6457.0,2180.0,1572.6,1019624.87,2130.81,0.403333
2006,Andhra Pradesh,Small millets,Kharif,33676.0,17007.0,845.2,4300761.96,7408.72,0.5475
2013,Maharashtra,Groundnut,Kharif,244100.0,295850.0,1409.8,35270009.0,65907.0,1.009048
2002,Chhattisgarh,Rice,Kharif,3777661.0,2634853.0,1001.4,357631166.9,944415.25,0.710625
2011,Uttar Pradesh,Tobacco,Rabi,23640.0,123452.0,777.4,3960172.8,7801.2,5.060625
2017,Karnataka,Coconut,Whole Year,446607.0,3531305000.0,1111.7,70313806.08,169710.66,8182.769667
2011,Mizoram,Arhar/Tur,Kharif,116.0,114.0,2439.3,19432.32,38.28,0.9275
2005,Assam,Peas & beans (Pulses),Rabi,17875.0,11309.0,2184.6,2143570.0,3753.75,0.618519
2012,Kerala,Sesamum,Whole Year,260.0,98.0,2187.6,39208.0,80.6,0.34375
2015,Kerala,Soyabean,Whole Year,1.0,1.0,2602.9,157.91,0.33,1.0
2010,Chhattisgarh,Onion,Whole Year,4984.0,26101.0,1283.1,827892.24,1196.16,5.32625
2017,Manipur,Cowpea(Lobia),Kharif,958.0,1096.0,1780.0,150827.52,364.04,1.151111
2015,Mizoram,Sesamum,Kharif,868.0,650.0,2310.8,137065.88,286.44,0.7625
2019,Uttarakhand,Gram,Rabi,722.0,547.0,1378.9,124010.72,267.14,0.74
2016,Manipur,Other Kharif pulses,Kharif,1531.0,1717.0,2039.8,234625.75,535.85,1.138889
2013,Punjab,Wheat,Rabi,3512000.0,17620000.0,586.6,507448880.0,948240.0,4.936818
2014,Andhra Pradesh,Sunflower,Kharif,11028.0,5949.0,687.6,1664786.88,3639.24,0.811429
2000,Bihar,Tobacco,Whole Year,15432.0,17947.0,1207.0,1514959.44,4012.32,1.154375
2015,Jharkhand,Rice,Autumn,145866.0,88110.0,1085.6,23033700.06,48135.78,0.606957
2001,Tamil Nadu,Rice,Kharif,2059878.0,6583630.0,481.3,210375340.1,535568.28,3.532857
2018,Arunachal Pradesh,Other  Rabi pulses,Rabi,1268.0,815.0,2992.9,205669.6,443.8,0.746875
2004,Chhattisgarh,Linseed,Rabi,71171.0,16298.0,1122.8,7710666.14,14945.91,0.242
2021,Gujarat,Urad,Kharif,70224.53,74674.35,865.5,9671174.0,19254.83,1.063366
2018,Karnataka,Sannhamp,Whole Year,358.0,85.0,1419.1,58067.6,125.3,0.17
2007,Meghalaya,Jute,Kharif,3982.0,34877.0,4702.0,531198.8,637.12,6.446667
2021,Nagaland,Sweet potato,Kharif,1569.19,13344.67,1447.4,263709.3,501.63,8.504166
2014,Uttarakhand,Tobacco,Whole Year,5.0,10.0,1287.4,754.8,1.65,2.0
2011,Haryana,Groundnut,Kharif,2084.0,2000.0,471.5,349111.68,687.72,0.559091
2026,Telangana,Urad,Kharif,16133.82,36724.64,1197.4,3115492.7,6302.73,2.276252
2021,Maharashtra,Ragi,Kharif,108110.49,111258.93,1466.0,16679381.5,33613.41,1.029122
2025,Telangana,Cashewnut,Kharif,2577.69,25.78,1095.3,457647.4,795.97,0.01
2012,Jammu and Kashmir,Ginger,Kharif,26.0,35.0,1116.7,3920.8,8.06,1.315
2017,West Bengal,Soyabean,Kharif,398.0,380.0,1830.0,62661.12,151.24,0.883333
2004,Chhattisgarh,Sunflower,Kharif,5607.0,1985.0,1122.8,607462.38,1177.47,0.404667
2021,Tripura,Sesamum,Kharif,3219.13,2160.2,2393.0,484379.08,1032.4,0.671051
2019,Haryana,Mustard,Rabi,1059690.75,1577104.94,679.5,319219.73,13036.25,1.488269
2023,Karnataka,Garlic,Whole Year,4795.23,16414.86,1193.4,733433.66,1349.87,3.423168
2011,Karnataka,Linseed,Rabi,8522.0,2085.0,1179.0,1427605.44,2812.26,0.29
2014,Nagaland,Niger seed,Kharif,32150.0,35950.0,1333.3,4853364.0,10609.5,1.079091
2002,Haryana,Wheat,Rabi,2267140.0,9188000.0,353.9,214630143.8,566785.0,3.947895
2007,Uttar Pradesh,Sunflower,Summer,13034.0,21134.0,672.9,1738735.6,2085.44,2.062973
2025,West Bengal,Urad,Kharif,32526.55,20558.12,1646.0,4984359.77,8739.89,0.632041
2002,Punjab,Groundnut,Kharif,5300.0,3800.0,301.8,501751.0,1325.0,0.784444
2000,Tamil Nadu,Banana,Whole Year,77485.0,2473512.0,971.1,7606702.45,20146.1,29.601071
2023,Telangana,Sunflower,Kharif,4674.19,16355.48,817.4,751961.78,1531.5,3.4991
2007,Tamil Nadu,Banana,Whole Year,112793.0,5384825.0,1067.2,15046586.2,18046.88,48.007586
2014,Bihar,Sugarcane,Whole Year,254338.0,15498951.0,1061.0,38394864.48,83931.54,64.803611
2019,Bihar,Other Kharif pulses,Kharif,1684.0,1340.0,1194.7,289243.84,623.08,0.8475
2021,Uttar Pradesh,Moong(Green Gram),Kharif,40935.52,24286.03,703.7,6019136.25,11583.88,0.593275
2016,Nagaland,Maize,Kharif,63660.0,126040.0,1959.8,9755895.0,22281.0,1.98
2023,Uttarakhand,Sunflower,Kharif,65.74,43.06,1300.9,7901.15,19.11,0.65506
2007,Himachal Pradesh,Masoor,Kharif,607.0,352.0,1095.4,80973.8,97.12,0.671
2017,Bihar,Masoor,Rabi,138162.0,147492.0,1112.0,21752225.28,52501.56,0.889474
2019,Uttar Pradesh,Soyabean,Kharif,22402.0,11497.0,814.5,3847767.52,8288.74,0.471818
2001,Odisha,Small millets,Kharif,42360.0,20120.0,1672.5,4326226.8,11013.6,0.426875
2002,Karnataka,Small millets,Kharif,54492.0,30611.0,860.8,5158757.64,13623.0,0.561905
2025,Madhya Pradesh,Mesta,Kharif,1127.97,11.28,1029.8,164375.9,345.71,0.01
2006,Bihar,Tobacco,Rabi,26251.22,42139.29,1306.6,3534.58,227.43,1.605231
2022,Madhya Pradesh,Soyabean,Kharif,5794169.95,6738849.72,961.3,759420927.9,1498702.8,1.16304
2011,Nagaland,Groundnut,Kharif,750.0,760.0,1544.4,125640.0,247.5,1.008
2014,Andhra Pradesh,Bajra,Kharif,24755.0,31913.0,687.6,3737014.8,8169.15,1.560909
2017,Odisha,Maize,Autumn,44436.0,111619.0,1344.4,6996003.84,16885.68,1.745714
2007,Kerala,Groundnut,Kharif,2911.0,2154.0,3489.6,388327.4,465.76,0.87
2022,Puducherry,Other Summer Pulses,Summer,14.52,8.02,1350.8,2291.75,4.98,0.552672
2000,Haryana,Cotton(lint),Kharif,555385.0,1016700.0,383.7,54522145.45,144400.1,1.161053
2010,Madhya Pradesh,Turmeric,Whole Year,731.0,423.0,856.3,121426.41,175.44,0.759062
2005,Haryana,Urad,Kharif,2490.0,900.0,516.9,298600.8,522.9,0.193846
2024,Karnataka,Sweet potato,Whole Year,3348.48,62584.76,1119.9,511585.63,947.66,18.690484
2016,Karnataka,Tapioca,Whole Year,687.0,4166.0,1147.2,105282.75,240.45,6.5375
2013,Karnataka,Jowar,Kharif,167856.0,238840.0,1235.6,24253513.44,45321.12,1.338636
2019,Andhra Pradesh,Other Kharif pulses,Kharif,1715.0,850.0,899.2,294568.4,634.55,0.656667
2002,Bihar,Dry chillies,Whole Year,3420.0,2301.0,1105.8,323771.4,855.0,0.682581
2000,Karnataka,Safflower,Rabi,93546.0,72079.0,1213.3,9183410.82,24321.96,0.764
2014,Tamil Nadu,Turmeric,Whole Year,26072.0,105002.0,911.3,3935829.12,8603.76,4.3492
2009,Karnataka,Wheat,Rabi,283427.0,263877.0,1321.0,44163595.14,48182.59,0.919286
2011,Tripura,Rapeseed &Mustard,Rabi,2131.0,1683.0,2295.6,356985.12,703.23,0.785
2008,Karnataka,Mango,Whole Year,96731.75,606816.0,814.4,20286.82,1075.97,6.273183
2023,Chhattisgarh,Garlic,Whole Year,1024.51,3413.21,1302.3,144801.03,291.44,3.331535
2004,Assam,Turmeric,Whole Year,11697.0,8401.0,2536.9,1267252.98,2456.37,0.722174
2001,Karnataka,Rapeseed &Mustard,Rabi,7063.0,1905.0,1002.9,721344.19,1836.38,0.221765
2015,Jammu and Kashmir,Garlic,Rabi,859.0,713.0,1572.6,135644.69,283.47,0.83375
2012,Assam,Niger seed,Kharif,7669.0,4059.0,2167.5,1156485.2,2377.39,0.572609
2022,Nagaland,Mesta,Kharif,1789.24,1638.07,1391.2,305548.05,614.39,0.915513
2015,Haryana,Groundnut,Kharif,4300.0,5300.0,426.8,679013.0,1419.0,1.18
2010,Puducherry,Black pepper,Kharif,11.0,6.0,1434.6,1827.21,2.64,0.55
2023,Goa,other oilseeds,Whole Year,762.76,3023.85,4627.9,138665.46,289.89,3.964341
2022,Uttar Pradesh,Jowar,Kharif,239676.22,262083.85,813.6,29343158.42,59030.11,1.093491
2013,Meghalaya,Potato,Whole Year,18449.0,181813.0,2448.4,2665696.01,4981.23,7.969091
2000,Himachal Pradesh,Sesamum,Kharif,4596.0,1738.0,1068.4,451189.32,1194.96,0.263333
2008,Haryana,Moth,Kharif,3133.0,600.0,715.6,448144.32,281.97,0.154286
2022,Uttar Pradesh,Moong,Kharif,38317.46,27482.17,1053.9,10930.85,222.1,0.717223
2024,Mizoram,Urad,Kharif,22.41,124.23,2373.2,2538.25,6.02,5.544612
2017,Uttarakhand,Urad,Kharif,12884.0,9838.0,1475.8,2028456.96,4895.92,0.919231
2000,Maharashtra,Gram,Rabi,676200.0,350800.0,1057.8,66382554.0,175812.0,0.500968
2003,Madhya Pradesh,Gram,Rabi,2785209.0,2581889.0,1163.0,275679986.8,668450.16,0.912083
2008,Andhra Pradesh,Coconut,Whole Year,106616.0,970056617.0,944.6,15250352.64,9595.44,9132.568235
2026,Andhra Pradesh,Rice,Kharif,1575888.59,5443515.77,949.7,276424062.08,449100.2,3.454252
2007,Punjab,Sugarcane,Whole Year,1076300.88,68722240.75,576.9,191617.39,4144.18,63.850399
2021,Arunachal Pradesh,Rice,Kharif,124590.15,243408.01,2089.6,18617480.56,33240.81,1.95367
2019,Bihar,Safflower,Rabi,85.0,69.0,1194.7,14599.6,31.45,0.81
2004,West Bengal,Other Kharif pulses,Kharif,846.0,518.0,1612.9,91655.64,177.66,0.5125
2014,Himachal Pradesh,Sugarcane,Whole Year,1600.0,36681.0,1019.9,241536.0,528.0,26.191429
2008,Manipur,Sugarcane,Whole Year,5150.0,298000.0,1134.8,736656.0,463.5,59.264444
2019,Maharashtra,Sugarcane,Whole Year,822407.0,69312919.0,1555.8,141256626.3,304290.59,69.621481
2016,Tamil Nadu,Rapeseed &Mustard,Rabi,199.0,46.0,912.4,30496.75,69.65,0.186
2019,Sikkim,Other Kharif pulses,Kharif,2450.0,2427.0,2740.0,420812.0,906.5,0.9675
2022,Nagaland,Gram,Rabi,793.2,610.9,1603.8,97865.03,241.27,0.770168
2015,Puducherry,Arecanut,Kharif,55.0,83.0,1980.6,8685.05,18.15,1.51
2006,Punjab,Jowar,Kharif,100.0,100.0,569.6,12771.0,22.0,1.0
2001,Madhya Pradesh,Rice,Kharif,1766150.0,1685799.0,955.0,180376899.5,459199.0,0.849333
2004,Uttarakhand,Groundnut,Kharif,1624.0,2005.0,1219.6,175944.16,341.04,1.184
2025,Bihar,Rapeseed &Mustard,Rabi,83625.54,123998.19,1035.2,12831242.37,22384.51,1.482779
2006,Arunachal Pradesh,Oilseeds total,Whole Year,32160.0,29265.0,1940.0,4107153.6,7075.2,0.959375
2013,Uttar Pradesh,Urad,Kharif,496901.0,221673.0,995.2,71797225.49,134163.27,0.506892
2024,Arunachal Pradesh,Dry chillies,Whole Year,2430.76,8291.92,2334.9,376754.42,691.63,3.411245
2017,Punjab,Urad,Kharif,1600.0,900.0,497.5,251904.0,608.0,0.7375
2002,Jammu and Kashmir,Maize,Kharif,329465.0,465090.0,933.2,31190451.55,82366.25,1.3475
2006,Bihar,Rapeseed &Mustard,Rabi,86941.0,89405.0,1052.8,11103235.11,19127.02,0.982432
2010,Rajasthan,Gram,Rabi,1589659.87,1427446.86,596.8,289984.94,16343.18,0.897957
2015,Nagaland,Soyabean,Kharif,24860.0,31170.0,1308.3,3925642.6,8203.8,1.238182
2006,Delhi,Arhar/Tur,Kharif,385.0,578.0,462.7,49168.35,84.7,1.5
2003,Tamil Nadu,Horse-gram,Kharif,68092.0,18240.0,345.6,6739746.16,16342.08,0.273043
2009,Puducherry,Bajra,Kharif,29.0,49.0,1434.6,4518.78,4.93,1.69
2022,Telangana,Wheat,Rabi,4347.62,5012.16,1038.3,727184.66,1418.06,1.152852
2000,Mizoram,Masoor,Rabi,10.0,8.0,2834.3,981.7,2.6,0.8
2013,Tamil Nadu,Banana,Whole Year,92463.0,3840375.0,740.9,13359978.87,24965.01,42.130968
2003,Mizoram,Other  Rabi pulses,Rabi,1925.0,1570.0,2499.5,190536.5,462.0,0.92
2024,Maharashtra,Other Cereals,Kharif,30428.34,21774.23,1229.1,5067320.8,10963.78,0.715591
2021,Madhya Pradesh,Sugarcane,Whole Year,68740.48,3323143.28,882.5,10445228.74,21558.56,48.343321
2024,Mizoram,Moong(Green Gram),Kharif,39.78,142.37,2534.6,4020.45,8.93,3.578688
2019,Meghalaya,Onion,Rabi,561.0,5037.0,3844.4,96357.36,207.57,8.431
2022,West Bengal,Arhar/Tur,Rabi,2819.82,5140.93,1481.8,375462.05,791.88,1.823142
2009,Uttar Pradesh,Sugarcane,Kharif,1977324.0,117139919.0,585.8,308106625.7,336145.08,50.346338
2011,Kerala,Sesamum,Kharif,196.56,76.0,3035.1,32927.73,64.86,0.25375
2021,Andhra Pradesh,Mango,Whole Year,270438.11,1996288.34,1164.3,28555.08,469.44,7.381683
2012,Meghalaya,Tobacco,Rabi,775.0,717.0,2945.3,116870.0,240.25,1.0175
2021,Assam,Sweet potato,Whole Year,6486.79,40193.94,2033.0,880409.42,1763.79,6.196277
2003,Maharashtra,Rapeseed &Mustard,Rabi,10300.0,2600.0,1037.4,1019494.0,2472.0,0.222963
2011,Nagaland,Tapioca,Kharif,1710.0,40210.0,1544.4,286459.2,564.3,23.469091
2005,Uttar Pradesh,Soyabean,Kharif,3852.0,3016.0,751.9,461931.84,808.92,0.775
2024,Assam,Dry chillies,Whole Year,17514.29,17146.74,1967.5,2662165.53,5239.85,0.979014
2008,Karnataka,Ragi,Kharif,797944.0,1167342.0,1164.1,114137909.8,71814.96,1.284286
2023,Telangana,Cowpea(Lobia),Kharif,3510.59,3656.04,1115.7,562440.46,1134.07,1.041431
2006,West Bengal,Mustard,Rabi,549335.08,744805.61,2194.0,83581.82,1413.07,1.355831
2014,West Bengal,Gram,Rabi,26177.0,30844.0,1483.5,3951679.92,8638.41,1.147143
2015,Andhra Pradesh,Rice,Kharif,1398884.0,4115558.0,940.7,220897772.4,461631.72,3.091538
2005,Telangana,Soyabean,Kharif,576698.82,759676.99,980.7,130244.58,4469.57,1.317285
2015,Himachal Pradesh,Coriander,Rabi,118.0,43.0,1223.2,18633.38,38.94,0.514444
2016,Uttar Pradesh,Turmeric,Rabi,1146.0,1512.0,965.3,175624.5,401.1,1.253438
2006,Tamil Nadu,Cardamom,Whole Year,4441.0,404.0,927.9,567160.11,977.02,0.0675
2005,Tamil Nadu,Sesamum,Kharif,65118.0,30772.0,1364.1,7808950.56,13674.78,0.414444
2023,Nagaland,Tapioca,Kharif,2170.21,45644.49,1503.9,351508.53,628.2,21.032262
2021,Kerala,Turmeric,Whole Year,3164.97,9344.04,2910.5,444082.69,735.96,2.952333
2025,Tamil Nadu,Cotton(lint),Kharif,94351.63,227555.38,849.1,14551605.54,26268.01,2.41178
2006,Himachal Pradesh,Other Kharif pulses,Kharif,6217.0,3721.0,1207.0,793973.07,1367.74,0.901
2025,Odisha,Turmeric,Whole Year,26903.82,61692.42,1332.5,3315911.49,7421.19,2.293073
2009,Madhya Pradesh,Ginger,Whole Year,7797.0,9667.0,904.1,1214928.54,1325.49,1.159762
2012,Manipur,Dry chillies,Whole Year,8579.0,67773.0,1176.7,1293713.2,2659.49,7.9
2001,Madhya Pradesh,Banana,Whole Year,18145.0,564818.0,955.0,1853148.85,4717.7,26.1695
2015,Telangana,Cowpea(Lobia),Kharif,2167.0,1135.0,747.9,342190.97,715.11,0.511667
2017,Haryana,Potato,Whole Year,34718.0,897576.0,417.1,5466001.92,13192.84,26.061429
2007,Bihar,Wheat,Rabi,2131232.0,4977463.0,1600.2,284306348.8,340997.12,2.228421
2026,Madhya Pradesh,Jute,Kharif,3509.74,7402.99,997.0,539121.73,1163.63,2.109272
2000,Chhattisgarh,Coriander,Whole Year,3415.0,892.0,896.4,335250.55,887.9,0.256
2006,Chhattisgarh,Jute,Rabi,344.0,0.0,1317.2,43932.24,75.68,0.0
2020,Maharashtra,Groundnut,Kharif,470582.67,908662.24,1198.9,120045.18,1466.22,1.93093
2021,Nagaland,Sugarcane,Kharif,3321.08,149244.47,1496.7,445554.25,897.97,44.938591
2013,Tamil Nadu,Potato,Kharif,3875.0,70206.0,740.9,559898.75,1046.25,18.373333
2008,Bihar,Sugarcane,Whole Year,111902.0,4959918.0,1197.7,16006462.08,10071.18,38.28871
2018,Karnataka,Wheat,Rabi,157525.0,163113.0,1419.1,25550555.0,55133.75,0.960741
2011,Odisha,Urad,Autumn,29714.0,6032.0,1346.2,4977689.28,9805.62,0.209524
2005,West Bengal,Masoor,Rabi,61493.0,46964.0,1650.1,7374240.56,12913.53,0.612778
2009,Puducherry,Coriander,Rabi,6.0,3.0,1434.6,934.92,1.02,0.5
2004,Punjab,Groundnut,Kharif,4300.0,3600.0,366.4,465862.0,903.0,0.82
2022,Maharashtra,Urad,Kharif,408343.98,203399.35,1122.2,60703637.9,119941.06,0.498108
2016,Madhya Pradesh,Groundnut,Kharif,254000.0,377000.0,1048.4,38925500.0,88900.0,1.393158
2011,Andhra Pradesh,Cowpea(Lobia),Kharif,4718.0,1119.0,861.9,790359.36,1556.94,0.225
2014,Maharashtra,Other  Rabi pulses,Rabi,103300.0,33900.0,1001.6,15594168.0,34089.0,0.327037
2023,Madhya Pradesh,Ragi,Kharif,495.46,126.75,864.4,70892.24,116.54,0.255826
